Country Name,Country Code,Year,GDP($),Solar Capacity (GW),Wind Capacity (GWp),Electricity from solar (TWh),Electricity from solar (GWh),Electricity from wind (TWh),Electricity from wind (GWh),Solar (% electricity),Wind (% electricity),solar energy capacity factor,wind energy capacity factor
Romania,ROU,2004,3494.99056448955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Russian Federation,RUS,2004,4102.36474609375,0.0,0.009,0.0,0.0,0.01,10.0,0.0,0.0011283753,,12.683916793505837
South Africa,ZAF,2004,5221.46333731721,0.0,0.00316,0.02,20.0,0.01,10.0,0.008762706,0.004381353,inf,36.12507947517485
Spain,ESP,2004,24925.0267844576,0.033,8.317,0.02,20.0,15.7,15700.0,0.007308606,5.7372556,6.918500069184999,21.54908552269297
Sweden,SWE,2004,42758.2015503417,0.004,0.475,0.0,0.0,0.86,860.0,0.0,0.56694573,0.0,20.668108627733716
Thailand,THA,2004,2641.56268717857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Turkiye,TUR,2004,5960.77898909049,0.0015,0.019,0.0,0.0,0.06,60.0,0.0,0.040069453,0.0,36.04902667627974
Ukraine,UKR,2004,1401.01806640625,0.0,0.0714,0.0,0.0,0.03,30.0,0.0,0.016481705,,4.796439123594643
United Kingdom,GBR,2004,40366.8886650968,0.008,0.933,0.0,0.0,1.94,1940.0,0.0,0.49579594,0.0,23.73646165215561
United States,USA,2004,41724.6411982614,0.363,6.456,0.58,580.0,14.14,14140.0,0.014676299,0.35779804,18.23968200057864,25.00240475745899
Argentina,ARG,2005,5067.65342293276,2.6e-05,0.027829,0.0,0.0,0.08,80.0,0.0,0.07931787,0.0,32.8161992573366
Australia,AUS,2005,34479.7679298388,0.052,0.74,0.08,80.0,0.88,880.0,0.03708855,0.40797403,17.56234632946962,13.575219054671111
Austria,AUT,2005,38157.37022862,0.021018,0.825219,0.02,20.0,1.33,1330.0,0.031012561,2.0623353,10.862617864835142,18.398326264696383
Belgium,BEL,2005,36809.7013403619,0.002,0.167,0.0,0.0,0.23,230.0,0.0,0.27348396,0.0,15.721980696141962
Brazil,BRA,2005,4827.78173052472,0.000718,0.029,0.0,0.0,0.09,90.0,0.0,0.022743354,0.0,35.427491733585256
Bulgaria,BGR,2005,3899.82596332878,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Canada,CAN,2005,36383.6600068095,0.018,0.677,0.02,20.0,1.57,1570.0,0.0032977725,0.25887513,12.683916793505837,26.473226631054274
Chile,CHL,2005,7480.3233099645,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
China,CHN,2005,1753.41419160544,0.1412,1.06,0.08,80.0,1.95,1950.0,0.0031996672,0.07799189,6.467719611419405,21.000258464719565
Denmark,DNK,2005,48925.8076698784,0.003,3.127836,0.0,0.0,6.61,6610.0,0.0,18.244549,0.0,24.1242255043315
"Egypt, Arab Rep.",EGY,2005,1104.80340733395,0.0006,0.15,0.0,0.0,0.55,550.0,0.0,0.53315234,0.0,41.856925418569254
France,FRA,2005,34696.3718316971,0.013,0.6900000000000001,0.01,10.0,0.96,960.0,0.001754817,0.16846244,8.78117316473481,15.882469724042087
Germany,DEU,2005,35084.4363546269,2.056,18.248,1.28,1280.0,27.77,27770.0,0.20866957,4.5271516,7.106941705310661,17.372267230386417
Greece,GRC,2005,22054.1315756886,0.001,0.491,0.0,0.0,1.27,1270.0,0.0,2.136968,0.0,29.5269183197091
India,IND,2005,710.488080408949,0.011567,4.4339,0.02,20.0,5.99,5990.0,0.002838812,0.85022426,19.73809131867425,15.42186234100678
Italy,ITA,2005,32171.793374715,0.034,1.635,0.03,30.0,2.34,2340.0,0.010144731,0.79128903,10.07252215954875,16.337815759708434
Japan,JPN,2005,37812.8950199948,1.422,1.227,1.49,1490.0,1.75,1750.0,0.1467749,0.17238662,11.96141520400234,16.28131128750749
Jordan,JOR,2005,2087.87079273635,1.5e-05,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Korea, Rep.",KOR,2005,19402.5026259549,0.014,0.099,0.01,10.0,0.13,130.0,0.0027443876,0.035677038,8.153946510110893,14.990083483234168
Mexico,MEX,2005,8671.75891885163,0.016,0.018,0.01,10.0,0.02,20.0,0.004322082,0.008644164,7.134703196347032,12.683916793505837
Morocco,MAR,2005,2242.98828125,0.01,0.054,0.0,0.0,0.21,210.0,0.0,1.1188066,0.0,44.39370877727042
Netherlands,NLD,2005,42165.396168388,0.051,1.224,0.04,40.0,2.07,2070.0,0.04012841,2.0766454,8.953353030710002,19.30566747246844
Pakistan,PAK,2005,827.619861189926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Philippines,PHL,2005,1220.46018559867,0.00202,0.033,0.0,0.0,0.02,20.0,0.0,0.03691399,0.0,6.918500069184999
Poland,POL,2005,8043.92332253757,0.0,0.121,0.0,0.0,0.14,140.0,0.0,0.09029345,,13.20804558662591
Portugal,PRT,2005,18780.12751241,0.002,1.064,0.0,0.0,1.77,1770.0,0.0,3.832828,0.0,18.99011226696879
Romania,ROU,2005,4618.00350802913,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Russian Federation,RUS,2005,5323.455078125,0.0,0.01,0.0,0.0,0.01,10.0,0.0,0.0011088811,,11.415525114155251
South Africa,ZAF,2005,5836.87663325127,0.0,0.00316,0.02,20.0,0.01,10.0,0.008725242,0.004362621,inf,36.12507947517485
Spain,ESP,2005,26450.9530130382,0.052,9.918,0.05,50.0,21.18,21180.0,0.017577164,7.445687,10.976466455918512,24.377981641238982
Sweden,SWE,2005,43378.6152117149,0.004,0.522,0.0,0.0,0.94,940.0,0.0,0.59354675,0.0,20.55669273430256
Thailand,THA,2005,2867.70383436062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Turkiye,TUR,2005,7303.01388860245,0.002,0.021,0.0,0.0,0.06,60.0,0.0,0.0371402,0.0,32.615786040443574
Ukraine,UKR,2005,1875.33508300781,0.0,0.0766,0.0,0.0,0.04,40.0,0.0,0.021515787,,5.961109720185511
United Kingdom,GBR,2005,42104.7884375024,0.011,1.565,0.01,10.0,2.9,2900.0,0.0025289564,0.73339736,10.377750103777501,21.153369221118357
United States,USA,2005,44123.3996470026,0.493,8.706,0.55,550.0,17.81,17810.0,0.013630765,0.44138896,12.735372845406465,23.352917790386517
Argentina,ARG,2006,5869.38028970204,2.6e-05,0.027829,0.0,0.0,0.07,70.0,0.0,0.062836625,0.0,28.714174350169518
Australia,AUS,2006,36595.7071548423,0.061,0.8190000000000001,0.09,90.0,1.71,1710.0,0.040925834,0.7775908,16.842578037278237,23.834612875708764
Austria,AUT,2006,40382.2078298575,0.022387,0.968269,0.02,20.0,1.75,1750.0,0.032113038,2.809891,10.198351823965025,20.63183779483975
Belgium,BEL,2006,38705.1067959147,0.002,0.212,0.0,0.0,0.37,370.0,0.0,0.44540748,0.0,19.923322133195487
Brazil,BRA,2006,5934.1447107274,0.000718,0.237,0.0,0.0,0.24,240.0,0.0,0.058262326,0.0,11.560025432055951
Bulgaria,BGR,2006,4523.1465578805,0.0,0.027,0.0,0.0,0.02,20.0,0.0,0.043975376,,8.45594452900389
Canada,CAN,2006,40504.0370977806,0.022,1.423,0.02,20.0,2.47,2470.0,0.003374787,0.4167862,10.377750103777501,19.814720331667935
Chile,CHL,2006,9318.65655299547,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
China,CHN,2006,2099.2194300499,0.1601999999999999,2.07,0.09,90.0,3.71,3710.0,0.003140572,0.12946136,6.413216356266998,20.45970926256811
Denmark,DNK,2006,52119.1787984282,0.003,3.135696,0.0,0.0,6.11,6110.0,0.0,13.396185,0.0,22.243501425995564
"Egypt, Arab Rep.",EGY,2006,1298.97900203124,0.0006,0.235,0.0,0.0,0.62,620.0,0.0,0.56621003,0.0,30.11755562032449
France,FRA,2006,36431.5658906555,0.015,1.412,0.01,10.0,2.18,2180.0,0.0017605633,0.38380283,7.610350076103501,17.624535941117884
Germany,DEU,2006,36980.3349948954,2.899,20.474,2.22,2220.0,31.32,31320.0,0.35248727,4.9729285,8.741795706596983,17.462842950832396
Greece,GRC,2006,24416.0232970275,0.005,0.749,0.0,0.0,1.7,1700.0,0.0,2.8253284,0.0,25.90973657418415
India,IND,2006,801.668353659022,0.009603,6.315,0.01,10.0,9.34,9340.0,0.0013433096,1.2546512,11.887457163548111,16.88376952750753
Italy,ITA,2006,33684.7200358552,0.045,1.902,0.04,40.0,2.97,2970.0,0.013043336,0.9684677,10.147133434804669,17.825504515794478
Japan,JPN,2006,35991.546002862,1.708,1.805,1.79,1790.0,2.17,2170.0,0.17338577,0.21019392,11.963577256638116,13.723927699566147
Jordan,JOR,2006,2342.63459574933,1.5e-05,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Korea, Rep.",KOR,2006,21743.4774514254,0.036,0.178,0.03,30.0,0.24,240.0,0.007902223,0.06321778,9.512937595129376,15.391719255040789
Mexico,MEX,2006,9512.63575346699,0.016,0.101,0.01,10.0,0.06,60.0,0.0042231516,0.025338909,7.134703196347032,6.781500067814999
Morocco,MAR,2006,2438.12646484375,0.0108,0.054,0.0,0.0,0.18,180.0,0.0,0.9340944,0.0,38.051750380517504
Netherlands,NLD,2006,45123.5432406426,0.053,1.561,0.04,40.0,2.73,2730.0,0.040530954,2.7662377,8.615490652192642,19.9643712758769
Pakistan,PAK,2006,900.873564984808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Philippines,PHL,2006,1426.14649179546,0.00202,0.033,0.0,0.0,0.05,50.0,0.0,0.09172629,0.0,17.2962501729625
Poland,POL,2006,9068.85528307627,0.0,0.172,0.0,0.0,0.26,260.0,0.0,0.16204426,,17.256026335350963
Portugal,PRT,2006,19839.4540499032,0.003,1.681,0.0,0.0,2.93,2930.0,0.0,6.0325303,0.0,19.897375719497255
Romania,ROU,2006,5757.53127301178,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Russian Federation,RUS,2006,6920.19970703125,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
South Africa,ZAF,2006,6077.38293388876,0.0,0.00316,0.02,20.0,0.01,10.0,0.008453085,0.0042265425,inf,36.12507947517485
Spain,ESP,2006,28421.686527407,0.13,11.722,0.12,120.0,23.3,23300.0,0.040642146,7.89135,10.537407797681771,22.690815147570152
Sweden,SWE,2006,46531.6001120572,0.005,0.585,0.0,0.0,0.98,980.0,0.0,0.68397546,0.0,19.12344378097803
Thailand,THA,2006,3331.32043511773,0.03041,0.00034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkiye,TUR,2006,7953.07848024969,0.0025,0.059,0.0,0.0,0.13,130.0,0.0,0.07379236,0.0,25.15285194644378
Ukraine,UKR,2006,2366.494140625,0.0,0.0766,0.0,0.0,0.03,30.0,0.0,0.015525539,,4.470832290139133
United Kingdom,GBR,2006,44512.4590296865,0.014,1.955,0.01,10.0,4.23,4230.0,0.0025416836,1.0751321,8.153946510110893,24.699576078197808
United States,USA,2006,46301.9876485519,0.6980000000000001,11.329,0.51,510.0,26.59,26590.0,0.012602114,0.65703964,8.34085645876673,26.79308083550076
Argentina,ARG,2007,7185.25155147027,2.6e-05,0.027829,0.0,0.0,0.06,60.0,0.0,0.0541272,0.0,24.612149443002444
Australia,AUS,2007,41051.6120652288,0.07,1.249,0.11,110.0,2.61,2610.0,0.047926106,1.1371558,17.938682322243967,23.854700198514973
Austria,AUT,2007,46622.9622913635,0.024238,0.991159,0.02,20.0,2.04,2040.0,0.03179145,3.2427278,9.419527282907215,23.495394011330887
Belgium,BEL,2007,44319.165448813,0.02,0.276,0.01,10.0,0.49,490.0,0.01155268,0.56608135,5.707762557077626,20.266693137449536
Brazil,BRA,2007,7409.69130727951,0.000718,0.247,0.0,0.0,0.64,640.0,0.0,0.14639613,0.0,29.5786885548962
Bulgaria,BGR,2007,5888.77685220636,3e-05,0.03,0.0,0.0,0.05,50.0,0.0,0.11655011,0.0,19.025875190258752
Canada,CAN,2007,44660.0838892281,0.029,1.84,0.03,30.0,3.01,3010.0,0.004894204,0.4910518,11.809163911195085,18.67431010522136
Chile,CHL,2007,10346.4138184533,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
China,CHN,2007,2693.95873160283,0.199,4.2,0.11,110.0,5.48,5480.0,0.0033520847,0.16699477,6.310089259080792,14.894542291802566
Denmark,DNK,2007,58631.6566433635,0.003,3.124214,0.0,0.0,7.17,7170.0,0.0,18.239634,0.0,26.19837023599957
"Egypt, Arab Rep.",EGY,2007,1547.74170735909,0.0007,0.315,0.0,0.0,0.83,830.0,0.0,0.6987708,0.0,30.079002681742406
France,FRA,2007,41486.1907828787,0.026,2.223,0.02,20.0,4.07,4070.0000000000005,0.0035573894,0.7239288,8.78117316473481,20.900219169865892
Germany,DEU,2007,42350.9217211489,4.17,22.116,3.08,3080.0,40.51,40510.0,0.48710284,6.406667,8.431610875683015,20.90988073677108
Greece,GRC,2007,28440.7625328955,0.009,0.846,0.0,0.0,1.82,1820.0,0.0,2.9022484,0.0,24.558221876787893
India,IND,2007,1021.88707706826,0.025099,7.84452,0.06,60.0,11.68,11680.0,0.007535227,1.4668576,27.289195061528947,16.99700342829559
Italy,ITA,2007,38031.9709472716,0.11,2.702,0.04,40.0,4.03,4030.0000000000005,0.01302041,1.3118064,4.151100041511,17.026116287951766
Japan,JPN,2007,35779.0245416427,1.919,1.527,2.02,2020.0,2.61,2610.0,0.18816778,0.24312769,12.01634222542658,19.511801275668113
Jordan,JOR,2007,2506.20599484139,1.5e-05,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Korea, Rep.",KOR,2007,24086.4104391677,0.081,0.196,0.07,70.0,0.38,380.0,0.017379215,0.09434431,9.865268617171203,22.132140527443852
Mexico,MEX,2007,10134.3327138119,0.019,0.101,0.01,10.0,0.26,260.0,0.004099705,0.10659233,6.00817111271329,29.386500293864998
Morocco,MAR,2007,2755.5859375,0.011945,0.114,0.0,0.0,0.28,280.0,0.0,1.4477767,0.0,28.038131859328686
Netherlands,NLD,2007,52100.7996285947,0.054,1.749,0.04,40.0,3.44,3440.0,0.03809524,3.2761905,8.45594452900389,22.452490790562642
Pakistan,PAK,2007,998.090114197524,0.00014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Philippines,PHL,2007,1712.65543282793,0.00202,0.033,0.0,0.0,0.06,60.0,0.0,0.10509721,0.0,20.755500207555
Poland,POL,2007,11272.5293683383,0.0,0.306,0.0,0.0,0.52,520.0,0.0,0.32805502,,19.398931566538337
Portugal,PRT,2007,22811.0564844365,0.024,2.201,0.02,20.0,4.04,4040.0,0.042653017,8.61591,9.512937595129376,20.95353087741354
Romania,ROU,2007,8360.33775916596,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Russian Federation,RUS,2007,9101.2392578125,0.0,0.01,0.0,0.0,0.01,10.0,0.0,0.0010406694,,11.415525114155251
South Africa,ZAF,2007,6591.85535960564,0.0,0.00316,0.02,20.0,0.01,10.0,0.0081034,0.0040517,inf,36.12507947517485
Spain,ESP,2007,32652.015594702,0.494,14.82,0.52,520.0,27.57,27570.0,0.17245382,9.143369,12.01634222542658,21.23657404839813
Sweden,SWE,2007,53568.5645523213,0.006,0.8230000000000001,0.0,0.0,1.43,1430.0,0.0,0.9608923,0.0,19.834995034315927
Thailand,THA,2007,3918.52817434581,0.03225,0.00094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkiye,TUR,2007,9711.22376120832,0.003,0.146,0.0,0.0,0.36,360.0,0.0,0.18807794,0.0,28.147870144492405
Ukraine,UKR,2007,3160.32763671875,0.0,0.082,0.0,0.0,0.05,50.0,0.0,0.025491996,,6.960686045216616
United Kingdom,GBR,2007,50397.6854954706,0.018,2.477,0.01,10.0,5.27,5270.0,0.0025446587,1.3410351,6.3419583967529185,24.28737075155356
United States,USA,2007,48050.227412195,0.974,16.515,0.61,610.0,34.45,34450.0,0.014725159,0.8316094,7.149353510918586,23.812584933857003
Argentina,ARG,2014,12233.1444119186,0.008252,0.215187,0.02,20.0,0.62,620.0,0.015173356,0.47037402,27.667293054181414,32.89058154431381
Australia,AUS,2014,62544.0873773726,5.284,3.797,4.01,4010.0,10.41,10410.0,1.6596997,4.3085966,8.66318238224121,31.297238988242338
Austria,AUT,2014,51314.9722616322,0.785246,2.110275,0.79,790.0,3.85,3850.0,1.2820513,6.2479715,11.484636458106948,20.826561319969063
Belgium,BEL,2014,47995.7786961339,3.015,1.944,2.89,2890.0,4.62,4620.0,4.073865,6.5125456,10.94224463678563,27.129488697220815
Brazil,BRA,2014,12274.9939689363,0.020697,4.888053,0.02,20.0,12.21,12210.0,0.003437253,2.098443,11.031091572841717,28.515149415081137
Bulgaria,BGR,2014,7912.27484371138,1.026,0.6990000000000001,1.26,1260.0,1.33,1330.0,2.6854222,2.8346121,14.019065929664343,21.720527041239603
Canada,CAN,2014,50960.8431174661,1.843,9.694,2.1,2100.0,22.32,22320.0,0.33014193,3.5089374,13.007380759482382,26.283734325143925
Chile,CHL,2014,14529.6767210362,0.221,0.736,0.46,460.0,1.43,1430.0,0.6576126,2.0443175,23.76082150457654,22.179620806035338
China,CHN,2014,7636.07434020616,28.3878,96.81913,23.51,23510.0,159.76,159760.0,0.4075717,2.7696152,9.454025864413232,18.836611031698414
Denmark,DNK,2014,62520.4509747011,0.607,4.8864030000000005,0.6,600.0,13.08,13080.0,1.8639331,40.63374,11.283879849247366,30.557256225724867
"Egypt, Arab Rep.",EGY,2014,3133.39102265541,0.015,0.555,0.24,240.0,1.44,1440.0,0.13691597,0.82149583,182.64840182648402,29.618659755646053
France,FRA,2014,43148.0459288416,6.034418,9.201425,6.39,6390.0,17.32,17320.0,1.1285964,3.059044,12.088192345881916,21.487638596974808
Germany,DEU,2014,48971.0824722599,37.898,38.614,36.06,36060.0,58.5,58500.0,5.8165984,9.436245,10.861888110624262,17.29445846527379
Greece,GRC,2014,21474.7257123892,2.596,1.978,3.79,3790.0,3.69,3690.0,7.527309,7.328699,16.665963090388445,21.295898721553527
India,IND,2014,1553.88396075118,3.444008,22.4653,4.91,4910.0,33.45,33450.0,0.3890588,2.6505127,16.27470909199464,16.997294274658834
Italy,ITA,2014,35750.7197500382,18.594,8.683,22.31,22310.0,15.18,15180.0,8.041378,5.471453,13.696911116317287,19.957119801091412
Japan,JPN,2014,38475.3952461838,23.339,2.753,22.95,22950.0,5.22,5220.0,2.2309496,0.5074317,11.225258210285919,21.64512934830745
Jordan,JOR,2014,4191.18050084986,0.000236,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Korea, Rep.",KOR,2014,29252.9312377352,2.481,0.612,2.55,2550.0,1.15,1150.0,0.48609388,0.2192188,11.733006465576741,21.450741636076046
Mexico,MEX,2014,11391.3773497683,0.174,2.569,0.22,220.0,6.35,6350.0,0.0758124,2.1882215,14.433422558127331,28.216654135806092
Morocco,MAR,2014,3435.40698242188,0.0196,0.797,0.06,60.0,1.92,1920.0,0.21629415,6.921413,34.945485043332404,27.50038672418831
Netherlands,NLD,2014,53457.2234864322,1.007,2.865,0.73,730.0,5.8,5800.0,0.7072273,5.619066,8.275405494869249,23.109963581884973
Pakistan,PAK,2014,1266.61340849959,0.165363,0.205555,0.24,240.0,0.8,800.0,0.2235886,0.74529535,16.56795067455997,44.42810970944128
Philippines,PHL,2014,2866.83803767919,0.0277369999999999,0.3369,0.02,20.0,0.15,150.0,0.025889968,0.19417477,8.23126157418271,5.08260245510029
Poland,POL,2014,14262.2841914116,0.02715,3.836,0.01,10.0,7.68,7680.0,0.0063139284,4.849097,4.204613301714642,22.854857371405714
Portugal,PRT,2014,22120.6850127107,0.415,4.856555999999999,0.63,630.0,12.11,12110.0,1.2124711,23.30639,17.329592341970624,28.46502936081044
Romania,ROU,2014,10031.7710755404,1.293,3.244,1.62,1620.0,6.2,6200.0,2.4850435,9.510661,14.302514064138833,21.817588072676493
Russian Federation,RUS,2014,14055.47265625,0.005,0.01,0.16,160.0,0.1,100.0,0.015865147,0.009915716,365.29680365296804,114.1552511415525
South Africa,ZAF,2014,6856.73137092522,1.062901,0.5690000000000001,1.08,1080.0,1.06,1060.0,0.45654383,0.44808924,11.599167865386963,21.26618035325934
Spain,ESP,2014,29694.8874886229,4.697,22.925,13.67,13670.0,52.01,52010.0,4.971994,18.916855,33.223382650735,25.898427968907946
Sweden,SWE,2014,59583.7140001673,0.06,5.088,0.05,50.0,11.23,11230.0,0.032562684,7.3135786,9.512937595129376,25.195822922948796
Thailand,THA,2014,5801.1978916205,1.2985,0.2245,1.93,1930.0,0.31,310.0,1.1844851,0.19025408,16.967241794624286,15.763085903733309
Turkiye,TUR,2014,12165.220135038,0.04,3.63,0.02,20.0,8.52,8520.0,0.007948494,3.3860586,5.707762557077626,26.793463904298275
Ukraine,UKR,2014,3054.908203125,0.8191,0.5139,0.43,430.0,1.13,1130.0,0.23628971,0.62094736,5.992767426549576,25.101271412717324
United Kingdom,GBR,2014,47439.6165895125,5.5280000000000005,13.073953,4.05,4050.0,31.96,31960.0,1.208198,9.534322,8.363400273576115,27.905881461284267
United States,USA,2014,55304.3155317137,15.984,64.23201999999999,28.92,28920.0,181.65,181650.0,0.706053,4.434804,20.654215859695313,32.28343335592282
Argentina,ARG,2015,13679.6264980954,0.008618,0.187104,0.01,10.0,0.59,590.0,0.007257421,0.42818782,13.246141928701844,35.99687776504831
Australia,AUS,2015,56739.0265346593,5.9430000000000005,4.181,5.02,5020.0,11.45,11450.0,2.1746664,4.9601455,9.642593988399689,31.262320630728922
Austria,AUT,2015,43915.228020857,0.937098,2.488726,0.94,940.0,4.84,4840.0,1.519806,7.825384,11.450876650367343,22.20057232194762
Belgium,BEL,2015,40893.804537772,3.1316,2.176,3.06,3060.0,5.57,5570.0,4.4920726,8.176746,11.154523837436155,29.220806473274237
Brazil,BRA,2015,8936.19661756825,0.045567,7.633115,0.06,60.0,21.47,21470.0,0.0104974015,3.7563202,15.031305700382186,32.10895213827032
Bulgaria,BGR,2015,7078.86032298969,1.029,0.6990000000000001,1.38,1380.0,1.45,1450.0,2.8336756,2.9774127,15.309450590412292,23.68027384195295
Canada,CAN,2015,43594.1941045394,2.519,11.214,2.87,2870.0,26.7,26700.0,0.4491744,4.1787305,13.006175894253897,27.179821700369644
Chile,CHL,2015,13433.9202985339,0.5760000000000001,0.91,1.37,1370.0,2.1,2100.0,1.9094076,2.926829,27.151509386098425,26.343519494204426
China,CHN,2015,8016.44559489998,43.5378,131.04773,39.48,39480.0,185.59,185590.0,0.6821245,3.2065725,10.351577973780241,16.166684504463166
Denmark,DNK,2015,53094.0133607574,0.7821079999999999,5.0769660000000005,0.6,600.0,14.13,14130.0,2.0739717,48.842033,8.757505444891436,31.77121333154756
"Egypt, Arab Rep.",EGY,2015,3306.98159414141,0.016,0.755,0.17,170.0,2.06,2060.0,0.091240875,1.1056247,121.28995433789956,31.146995675708368
France,FRA,2015,36702.4323733379,7.137517,10.29818,7.75,7750.0,21.42,21420.0,1.3503624,3.7322276,12.395111582179515,23.744054575197314
Germany,DEU,2015,41911.0109851054,39.222,44.58,38.73,38730.0,80.62,80620.0,6.0461774,12.585667,11.272328990648942,20.644226888811048
Greece,GRC,2015,17980.7298238137,2.604,2.091,3.9,3900.0,4.62,4620.0,7.5245996,8.913756,17.096984617974453,25.22225061090256
India,IND,2015,1583.99815907985,5.364984000000001,25.08819,6.57,6570.0,32.74,32740.000000000004,0.49698934,2.476626,13.97953842919196,14.897220255325033
Italy,ITA,2015,30387.1293187854,18.901,9.137,22.94,22940.0,14.84,14840.0,8.1651535,5.2820783,13.854936041411642,18.540701838028227
Japan,JPN,2015,34960.6393843385,34.15,2.8080000000000003,34.8,34800.0,5.58,5580.0,3.4633412,0.55532885,11.632804508714575,22.684697342231587
Jordan,JOR,2015,4042.75678097555,0.005557,0.1184,0.05,50.0,0.12,120.0,0.27886224,0.6692694,102.71302064203032,11.569788967049242
"Korea, Rep.",KOR,2015,28737.4391706499,3.615,0.847,3.88,3880.0,1.34,1340.0,0.7394702,0.25538403,12.252347840365802,18.059980700080327
Mexico,MEX,2015,10021.2386118827,0.287,3.271,0.24,240.0,8.45,8450.0,0.08056936,2.8367128,9.546083719154218,29.489815718316077
Morocco,MAR,2015,3146.24780273438,0.0198,0.797,0.03,30.0,2.52,2520.0,0.10155721,8.530806,17.296250172962502,36.09425757549715
Netherlands,NLD,2015,45793.8135434697,1.526,3.391,1.11,1110.0,7.55,7550.0,1.0202205,6.939338,8.303560207544121,25.416459631929268
Pakistan,PAK,2015,1380.47020838317,0.265512,0.308355,0.38,380.0,0.79,790.0,0.33837932,0.7034728,16.33786624852735,29.246371358280708
Philippines,PHL,2015,2909.85818014474,0.17255,0.4269,0.14,140.0,0.75,750.0,0.1699029,0.91019416,9.262089342113795,20.055384951080903
Poland,POL,2015,12637.5220324406,0.107777,4.886,0.06,60.0,10.86,10860.0,0.036531903,6.6122746,6.3550804610382094,25.373025530029885
Portugal,PRT,2015,19215.7813014347,0.447,4.936838,0.8,800.0,11.61,11610.0,1.5603666,22.644821,20.430470002962416,26.84597845328173
Romania,ROU,2015,8977.01748158196,1.326,3.13,1.98,1980.0,7.06,7060.0,3.003641,10.709951,17.04580673154404,25.7487563277751
Russian Federation,RUS,2015,9277.7138671875,0.06132,0.0109,0.34,340.0,0.15,150.0,0.033628073,0.0148359155,63.295475192641646,157.0943823048888
South Africa,ZAF,2015,6112.27382485974,1.251656,1.079,2.4,2400.0,2.5,2500.0,1.0347505,1.077865,21.88880992379104,26.449316761249424
Spain,ESP,2015,25969.8383138327,4.704,22.943,13.86,13860.0,49.33,49330.0,4.9949546,17.777857,33.63502935420743,24.54464777410445
Sweden,SWE,2015,51197.9529341175,0.104,5.819,0.1,100.0,16.32,16320.0,0.061728396,10.074074,10.976466455918512,32.016045688780494
Thailand,THA,2015,5688.85335397884,1.4196,0.2339,2.38,2380.0,0.33,330.0,1.4274577,0.1979248,19.13845433339638,16.10570024656363
Turkiye,TUR,2015,11049.9951100942,0.249,4.503,0.19,190.0,11.65,11650.0,0.07271614,4.4586473,8.710641653371477,29.533836904265755
Ukraine,UKR,2015,2094.47387695313,0.8412000000000001,0.5139,0.48,480.0,1.08,1080.0,0.2969562,0.6681515,6.513851705652068,23.990595686490895
United Kingdom,GBR,2015,44964.3911437292,9.601219,14.305634,7.53,7530.0,40.27,40270.0,2.2454822,12.008708,8.95291567764354,32.13441615709111
United States,USA,2015,57040.2082136605,21.684,72.57302,39.03,39030.0,190.72,190720.0,0.95568305,4.669943,20.54731346640285,29.99970167662431
Argentina,ARG,2016,12699.9623137756,0.008806,0.187442,0.01,10.0,0.54,540.0,0.0071612718,0.3867087,12.963348982688228,32.88688533863188
Australia,AUS,2016,49888.0410842736,6.686,4.324,6.21,6210.0,13.7,13700.0,2.523672,5.567521,10.602813484729898,36.16852314151872
Austria,AUT,2016,45061.4993920192,1.096016,2.7299960000000003,1.1,1100.0,5.23,5230.0,1.6858238,8.015326,11.457020358800213,21.869334734201793
Belgium,BEL,2016,41854.5498296444,3.3288,2.37,3.1,3100.0,5.42,5420.0,3.6922345,6.455455,10.630896375234702,26.106390767393023
Brazil,BRA,2016,8836.28652636996,0.127789,10.129155,0.08,80.0,33.24,33240.0,0.0140007,5.8172913,7.1464837281176,37.461373114985456
Bulgaria,BGR,2016,7570.93165511708,1.028,0.6990000000000001,1.39,1390.0,1.42,1420.0,3.1193895,3.1867144,15.435389016221594,23.190337141774613
