Country Name,Country Code,Year,GDP($),Solar Capacity (GW),Wind Capacity (GWp),Electricity from solar (TWh),Electricity from solar (GWh),Electricity from wind (TWh),Electricity from wind (GWh),Solar (% electricity),Wind (% electricity),solar energy capacity factor,wind energy capacity factor
Canada,CAN,2016,42314.0615817218,2.665,11.973,3.99,3990.0,30.62,30620.0,0.61871976,4.7481704,17.09116142794726,29.19430209600215
Chile,CHL,2016,13649.8520455553,1.125,1.039,2.56,2560.0,2.25,2250.0,3.48964,3.0670664,25.976661593099948,24.720819544609547
China,CHN,2016,8094.39016735149,77.7878,148.51689000000002,66.53,66530.0,240.86,240860.0,1.0922726,3.9543781,9.763419017439096,18.513337971158926
Denmark,DNK,2016,54500.9260410217,0.850953,5.245142,0.74,740.0,12.78,12780.0,2.4222586,41.83306,9.927091842293155,27.81438728616005
"Egypt, Arab Rep.",EGY,2016,3270.6287768197,0.039,0.755,0.58,580.0,2.2,2200.0,0.30595556,1.1605211,169.76934785153964,33.263781789591455
France,FRA,2016,37024.2157133669,7.702081000000001,11.566564,8.66,8660.0,21.38,21380.0,1.5501655,3.8270829,12.835290551811187,21.100814981928888
Germany,DEU,2016,42961.0356905775,40.677,49.435,38.1,38100.0,79.92,79920.0,5.9256263,12.429818,10.692320152649287,18.455118177875747
Greece,GRC,2016,17919.2426377048,2.604,2.37,3.93,3930.0,5.15,5150.0,7.222937,9.465172,17.228499884266565,24.805887906286724
India,IND,2016,1707.50892912243,9.650521,28.70044,11.56,11560.0,43.45,43450.0,0.82475406,3.0999622,13.67423275071208,17.28212411412667
Italy,ITA,2016,31126.3246947273,19.283,9.384,22.1,22100.0,17.69,17690.0,7.694986,6.1594706,13.083187523872375,21.519675966475532
Japan,JPN,2016,39375.4731620781,42.04,3.247,45.76,45760.0,6.17,6170.0,4.55337,0.6139487,12.42565245536975,21.69195871707358
Jordan,JOR,2016,3986.71677010853,0.286593,0.1984,0.43,430.0,0.39,390.0,2.3193095,2.1035597,17.127689089010403,22.439792311091473
"Korea, Rep.",KOR,2016,29280.4403170048,4.502,1.067,5.07,5070.0,1.68,1680.0,0.94584256,0.3134153,12.85577794952624,17.973835231284742
Mexico,MEX,2016,9097.92397674769,0.6326,4.051,0.46,460.0,9.93,9930.0,0.15180516,3.2770116,8.300887689711374,27.982267189227755
Morocco,MAR,2016,3140.85546875,0.02187,0.897,0.43,430.0,3.02,3020.0,1.4107611,9.908136,224.44791033775755,38.43354051811467
Netherlands,NLD,2016,46808.5291492503,2.135,4.257,1.6,1600.0,8.17,8170.0,1.4056048,7.1773696,8.554960272903234,21.90858355241917
Pakistan,PAK,2016,1424.69161195897,0.5895050000000001,0.5906549999999999,0.68,680.0,1.33,1330.0,0.54993933,1.0756166,13.167924067862986,25.70476572927764
Philippines,PHL,2016,2985.19564020101,0.784145,0.4269,1.1,1100.0,0.98,980.0,1.211187,1.0790575,16.01371892388624,26.20570300274571
Poland,POL,2016,12464.0110508476,0.187247,5.747,0.12,120.0,12.59,12590.0,0.072249986,7.580228,7.315807536027975,25.00808442443268
Portugal,PRT,2016,19980.2808866516,0.512824,5.124103,0.87,870.0,12.47,12470.0,1.4713343,21.089125,19.366306665279062,27.780783909596664
Romania,ROU,2016,9404.54005870715,1.372,3.025,1.82,1820.0,6.59,6590.0,2.8177738,10.202818,15.143043518777372,24.868862975961356
Russian Federation,RUS,2016,8663.158203125,0.07632,0.0109,0.46,460.0,0.15,150.0,0.044481836,0.014504947,68.80426562514958,157.0943823048888
South Africa,ZAF,2016,5651.20585165749,1.974026,1.473,3.01,3010.0,3.7,3700.0,1.2754778,1.567863,17.406422505887615,28.67443511362826
Spain,ESP,2016,26740.6851818829,4.713,22.99,13.64,13640.0,48.9,48900.0,5.029684,18.03164,33.03792967474594,24.280955984436357
Sweden,SWE,2016,51820.3972482676,0.153,6.4350000000000005,0.14,140.0,15.48,15480.0,0.089806914,9.9300785,10.445578535828334,27.461123351534305
Thailand,THA,2016,5833.57715617098,2.4461,0.50704,3.38,3380.0,0.34,340.0,1.9014401,0.19126913,15.77387469271279,7.654777806115465
Turkiye,TUR,2016,10970.0458948862,0.833,5.751,1.04,1040.0,15.52,15520.0,0.37999195,5.670649,14.252276252966942,30.806633589234828
Ukraine,UKR,2016,2158.46118164063,0.9547,0.526,0.49,490.0,0.95,950.0,0.3008719,0.5833231,5.859020955206947,20.617393267010435
United Kingdom,GBR,2016,40985.2351382417,11.914,16.125935,10.4,10400.0,37.16,37160.0,3.092661,11.050315,9.964870000605558,26.305508067718815
United States,USA,2016,58206.6141931844,32.958,81.286,54.87,54870.0,226.99,226990.0,1.3423656,5.5531907,19.005093240296702,31.8776916770674
Argentina,ARG,2017,14532.5009308511,0.008806,0.226742,0.02,20.0,0.61,610.0,0.014433138,0.4402107,25.926697965376455,30.7109857001998
Australia,AUS,2017,53901.7145392154,7.352,4.812,8.07,8070.0,13.27,13270.0,3.2291625,5.3099117,12.53037101077705,31.480469298595214
Austria,AUT,2017,47163.7425775142,1.268971,2.886698,1.27,1270.0,6.57,6570.0,1.8837141,9.744884,11.424781886250488,25.98124223593878
Belgium,BEL,2017,44035.3239358548,3.6206,2.7875,3.31,3310.0,6.52,6520.0,3.8973272,7.6769104,10.436222760828006,26.70106681409587
Brazil,BRA,2017,10080.5092817775,1.206787,12.304272,0.83,830.0,42.06,42060.0,0.14281783,7.23725,7.851332376590781,39.02197434365641
Bulgaria,BGR,2017,8381.88134621669,1.03557,0.69839,1.4,1400.0,1.5,1500.0,3.1159582,3.3385265,15.432790791368376,24.518231462696885
Canada,CAN,2017,45129.628116623,2.932,12.25,3.54,3540.0,31.2,31200.0,0.5490926,4.83946,13.782728139191539,29.07464355605256
Chile,CHL,2017,14879.9086230423,1.809,1.305,3.9,3900.0,3.55,3550.0,5.254648,4.7830772,24.610584823220275,31.053727322031527
China,CHN,2017,8817.04560829162,130.80129,164.37448,117.8,117800.0,304.6,304600.0,1.7962083,4.6445246,10.280853181551104,21.153946462806694
Denmark,DNK,2017,57521.5514992225,0.90635,5.488949,0.75,750.0,14.78,14780.0,2.4170158,47.631325,9.446288779849327,30.738391117719367
"Egypt, Arab Rep.",EGY,2017,2395.10333299491,0.16,0.755,0.6,600.0,2.33,2330.0,0.30481613,1.1837025,42.80821917808218,35.229368895340045
France,FRA,2017,38687.1626407164,8.610437,13.499357,9.59,9590.0,24.61,24610.0,1.724572,4.425622,12.714207867120898,20.81107070946866
Germany,DEU,2017,45526.5999576533,42.291,55.58,39.4,39400.0,105.69,105690.0,6.098977,16.360428,10.635163261632899,21.70757195601059
Greece,GRC,2017,18631.9930129293,2.6055300000000003,2.624,3.99,3990.0,5.54,5540.0,7.2308807,10.039869,17.481259170103375,24.101375431562534
India,IND,2017,1950.10468280866,17.923256000000002,32.84846,21.54,21540.0,52.63,52630.0,1.4641507,3.577449,13.719070405449996,18.290022934347324
Italy,ITA,2017,32554.14668453,19.682293,9.736578,24.38,24380.0,17.74,17740.0,8.311459,6.0477962,14.140146286975048,20.799033862319405
Japan,JPN,2017,38834.0529341227,49.5,3.483,55.07,55070.0,6.49,6490.0,5.4579334,0.6432175,12.700059960333935,21.270961237688077
Jordan,JOR,2017,4065.61628749384,0.396588,0.1984,0.91,910.0,0.45,450.0,4.6475997,2.2982635,26.19375234218201,25.892068051259393
"Korea, Rep.",KOR,2017,31600.7358741365,5.835,1.215,7.05,7050.0,2.17,2170.0,1.3029978,0.40106457,13.792536770316113,20.388221808820486
Mexico,MEX,2017,9649.27816772402,1.12574,4.199372,1.07,1070.0,9.91,9910.0,0.34612152,3.2056673,10.850295691852576,26.93923136156514
Morocco,MAR,2017,3296.52661132813,0.023895,1.023,0.44,440.0,3.04,3040.0,1.3946117,9.635499,210.2042707774978,33.922968081165166
Netherlands,NLD,2017,49513.6817346384,2.911,4.202,2.2,2200.0,10.57,10570.0,1.9024559,9.140436,8.627329182803694,28.715397538462877
Pakistan,PAK,2017,1519.23459514248,0.6546989999999999,0.7891549999999999,0.92,920.0,2.1,2100.0,0.6991944,1.5959871,16.04139170064844,30.37755921172144
Philippines,PHL,2017,3038.12124955619,0.908376,0.4269,1.2,1200.0,1.09,1090.0,1.2715906,1.1550281,15.080352339764925,29.147159462237582
Poland,POL,2017,13913.3402919927,0.287091,5.7593570000000005,0.17,170.0,14.91,14910.0,0.100041196,8.774201,6.759665992338293,29.55286144825799
Portugal,PRT,2017,21442.3842768879,0.579236,5.124104999999999,0.99,990.0,12.25,12250.0,1.7157712,21.230503,19.510820914124295,27.29065517751917
Romania,ROU,2017,10727.9822007426,1.374129,3.029798,1.86,1860.0,7.41,7410.0,2.9085224,11.587177,15.451880218180946,27.919036548274974
Russian Federation,RUS,2017,10658.9130859375,0.22532,0.0109,0.56,560.0,0.14,140.0,0.053994637,0.013498659,28.371622864934054,146.62142348456285
South Africa,ZAF,2017,6618.33508255701,3.14673,2.094,3.94,3940.0,4.92,4920.0,1.6561581,2.068096,14.293304144229626,26.821577632112625
Spain,ESP,2017,28367.9392609439,4.723,23.124479,14.4,14400.0,49.13,49130.0,5.276658,18.002932,34.80490401097515,24.253292316702467
Sweden,SWE,2017,53300.8587281785,0.244,6.611,0.23,230.0,17.61,17610.0,0.14004749,10.722767,10.760535968261097,30.408016527041898
Thailand,THA,2017,6413.09182530343,2.6972600000000004,0.62782,4.54,4540.0,1.11,1110.0,2.4972496,0.6105611,19.21449323323107,20.182907324889822
Turkiye,TUR,2017,10695.550196231,3.4207,6.51615,2.89,2890.0,17.9,17900.0,0.9749351,6.038525,9.644478492679474,31.3586856569261
Ukraine,UKR,2017,2604.28759765625,1.2,0.553,0.74,740.0,0.98,980.0,0.47921255,0.6346328,7.039573820395738,20.23004450609791
United Kingdom,GBR,2017,40572.1214823783,12.76,19.584998,11.46,11460.0,49.64,49640.0,3.4198747,14.813488,10.252501395628464,28.933710724232224
United States,USA,2017,60322.2614241747,41.357,87.59700000000001,77.28,77280.0,254.3,254300.0,1.9070604,6.275433,21.331135740549794,33.14003945945272
Argentina,ARG,2018,11752.7998922979,0.191236,0.750342,0.11,110.0,1.4,1400.0,0.07868946,1.0015023,6.566272890863005,21.299267746997174
Australia,AUS,2018,57196.4220783778,8.623,5.442,9.93,9930.0,13.7,13700.0,3.9659717,5.471683,13.14579199623816,28.738091522221048
Austria,AUT,2018,51194.0749841299,1.455132,3.1327130000000003,1.46,1460.0,6.03,6030.0,2.2447724,9.271217,11.453714622911642,21.973163975875273
Belgium,BEL,2018,47487.2100392561,4.0,3.2679,3.9,3900.0,7.57,7570.0,5.3046794,10.296518,11.13013698630137,26.443748313643393
Brazil,BRA,2018,9300.66164936497,2.435022,14.843094,3.44,3440.0,48.12,48120.0,0.5789881,8.099101,16.12692057512994,37.00812435016248
Bulgaria,BGR,2018,9436.14479876055,1.032679,0.69892,1.34,1340.0,1.32,1320.0,2.8792436,2.8362699,14.81273818192104,21.55968229652168
Canada,CAN,2018,46539.1761570405,3.095,12.816,3.76,3760.0,32.85,32850.0,0.5912972,5.1659875,13.868295453707185,29.26029962546816
Chile,CHL,2018,15659.4808675628,2.137,1.524,5.45,5450.0,4.02,4019.9999999999995,7.101903,5.2384677,29.11306124106042,30.111818214504005
China,CHN,2018,9905.40638304527,175.01586,184.66488,176.9,176900.0,365.8,365800.0,2.4843411,5.1372075,11.538419390643018,22.612849215064557
Denmark,DNK,2018,61324.7665045565,0.998,6.115046,0.95,950.0,13.9,13900.0,3.1291173,45.783924,10.866481822091673,25.948422806101213
"Egypt, Arab Rep.",EGY,2018,2484.70315630508,0.7442000000000001,1.13,1.52,1520.0,3.02,3020.0,0.7614468,1.5128745,23.315772874920693,30.508748535175982
France,FRA,2018,41418.1766484844,9.672296,14.900146,10.92,10920.0,28.6,28600.0,1.896393,4.9667435,12.888101671679127,21.91146437523768
Germany,DEU,2018,48874.8595028454,45.156,58.721,43.46,43460.0,109.95,109950.0,6.8687572,17.377356,10.986772997191673,21.37458466819996
Greece,GRC,2018,19873.4015238771,2.6515700000000004,2.877495,3.79,3790.0,6.3,6300.0,7.117371,11.830986,16.31668791796875,24.993200064353918
India,IND,2018,1966.25455171679,27.124598,35.2881,36.33,36330.0,60.31,60310.0,2.3008525,3.8195543,15.289665395124391,19.509985508845848
Italy,ITA,2018,34746.3441392416,20.10759,10.230246,22.65,22650.0,17.72,17720.0,7.881276,6.165837,12.858907697820399,19.77304407174872
Japan,JPN,2018,39751.1330982711,56.162,3.498,62.67,62670.0,7.18,7180.0,6.192321,0.7094441,12.738345481003341,23.431523819220896
Jordan,JOR,2018,4145.43989673265,0.6996230000000001,0.2804,1.43,1430.0,0.71,710.0,7.4247146,3.6863966,23.332853427120046,28.905216943831064
"Korea, Rep.",KOR,2018,33447.1562836166,8.099,1.42,9.21,9210.0,2.46,2460.0,1.6379739,0.4375044,12.98147750356462,19.776191394945013
Mexico,MEX,2018,10084.7937562021,2.541,4.875635,1.36,1360.0,12.53,12530.0,0.40961388,3.7738693,6.109844216942598,29.33700526810668
Morocco,MAR,2018,3501.69799804688,0.193895,1.225,0.95,950.0,3.86,3860.0,2.7753434,11.276658,55.9310392658268,35.97055260460348
Netherlands,NLD,2018,53955.0770024266,4.6080000000000005,4.393,3.71,3710.0,10.55,10550.0,3.2635467,9.2804365,9.190885020294266,27.414930560969246
Pakistan,PAK,2018,1569.33814626355,0.6791090000000001,1.185855,0.92,920.0,3.16,3160.0,0.6576126,2.2587564,15.464797411053057,30.419452092144983
Philippines,PHL,2018,3168.51036606257,0.916961,0.4269,1.25,1250.0,1.15,1150.0,1.2528816,1.1526512,15.561628458237662,30.75159025832405
Poland,POL,2018,15658.2120316794,0.561976,5.766078,0.3,300.0,12.8,12800.0,0.1770016,7.5520678,6.093956920307229,25.341093454023206
Portugal,PRT,2018,23541.1401075289,0.6674310000000001,5.172359,1.01,1010.0,12.62,12620.0,1.729156,21.60589,17.274715087097846,27.852654260974397
Romania,ROU,2018,12502.2624061935,1.38582,3.032258,1.77,1770.0,6.32,6320.0,2.746741,9.807572,14.580161530397017,23.792869446287614
Russian Federation,RUS,2018,11211.8876953125,0.53532,0.0519,0.72,720.0,0.23,230.0,0.06872918,0.021955155,15.353766125292873,50.58903229779783
South Africa,ZAF,2018,6914.1780318076,4.4009290000000005,2.094,4.24,4240.0,6.47,6470.0,1.788803,2.7296124,10.998093012638527,35.271464894261925
Spain,ESP,2018,30592.1264795541,4.763607,23.405055,12.74,12740.0,50.9,50900.0,4.6858907,18.721495,30.53018226615627,24.825843319338592
Sweden,SWE,2018,54181.9069780904,0.428,7.3,0.41,410.0,16.62,16620.0,0.25097942,10.17385,10.935432936457133,25.989866766747983
Thailand,THA,2018,7099.77650081458,2.96244,1.10282,4.54,4540.0,1.64,1640.0,2.4931355,0.900604,17.4945261400281,16.975989905165495
Turkiye,TUR,2018,9568.83506330228,5.062608,7.005386000000001,7.8,7800.0,19.95,19950.0,2.5669718,6.565524,17.587989409887346,32.50923304260426
Ukraine,UKR,2018,3059.0517578125,2.002688,0.62077,1.1,1100.0,1.19,1190.0,0.69519055,0.75206983,6.270111782549641,21.883265760015384
United Kingdom,GBR,2018,43203.8141057739,13.073,21.76722,12.74,12740.0,56.91,56910.0,3.8547654,17.219364,11.124744890563596,29.845682372235654
United States,USA,2018,63201.0458483771,49.812,94.516,93.36,93360.0,272.67,272670.0,2.2220373,6.4897485,21.395515631926727,32.93274401029151
Argentina,ARG,2019,9955.97478680428,0.442111,1.609359,0.79,790.0,4.95,4950.0,0.59327126,3.7173321,20.398191495309206,35.11140107028233
Australia,AUS,2019,54972.7017885437,12.967,6.279,14.85,14850.0,19.72,19720.0,5.9433284,7.8924193,13.073228036184585,35.85191196864812
Austria,AUT,2019,49885.9947355204,1.702093,3.224117,1.7,1700.0,7.45,7450.0,2.3990967,10.513689,11.40148787055932,26.377970185466786
Belgium,BEL,2019,46716.6227467964,4.6366000000000005,3.8634,4.25,4250.0,9.76,9760.0,4.6040516,10.57307,10.463697911219388,28.83872369264256
Brazil,BRA,2019,9029.83326742175,4.613191,15.438379,6.59,6590.0,55.43,55430.0,1.0652055,8.959687,16.30721782433962,40.98633393296185
Bulgaria,BGR,2019,9838.60058985384,1.0479500000000002,0.70312,1.42,1420.0,1.32,1320.0,3.2420092,3.0136986,15.468338815879054,21.430898211805854
Canada,CAN,2019,46352.8693445211,3.327,13.413,4.04,4040.0,32.33,32330.0,0.64339405,5.1487455,13.861954151243527,27.515390064910108
Chile,CHL,2019,14495.716721687,2.653698,1.620074,6.38,6380.0,4.82,4820.0,8.243959,6.228195,27.445116297450014,33.963159121267495
China,CHN,2019,10143.8602206165,204.5748,209.5819,224.0,224000.0,405.3,405300.0,3.0020812,5.431891,12.499475133646843,22.07591556697942
Denmark,DNK,2019,59404.2663247723,1.08,6.102939999999999,0.96,960.0,16.15,16149.999999999998,3.2531345,54.72721,10.147133434804667,30.20851107721972
"Egypt, Arab Rep.",EGY,2019,2962.98892023003,1.6272,1.132,4.43,4430.0,4.23,4230.0,2.2763474,2.173578,31.078402320371048,42.65695338593349
France,FRA,2019,40408.2848574751,10.807874,16.456854,12.33,12330.0,34.72,34720.0,2.1795235,6.137312,13.023229606260605,24.08400973621509
Germany,DEU,2019,47623.8656074829,48.912,60.742,44.38,44380.0,125.89,125890.0,7.4029593,20.999517,10.357805948769423,23.65909019493933
Greece,GRC,2019,19335.3602002969,2.833794,3.589,4.43,4430.0,7.27,7270.0,9.1189785,14.965006,17.845607780843547,23.12367444410941
India,IND,2019,2041.42863698585,34.860906,37.50518,46.27,46270.0,63.31,63310.0,2.8528092,3.9034224,15.151538145106255,19.269788732574245
Italy,ITA,2019,33812.788724868,20.865275,10.67946,23.69,23690.0,20.2,20200.0,8.131114,6.933242,12.960950188978476,21.592253475918827
Japan,JPN,2019,40415.9567649547,63.192,3.951,69.38,69380.0,7.58,7580.0,6.9921184,0.7639127,12.533376573301863,21.900703711793675
Jordan,JOR,2019,4170.1144003465,1.18567,0.373,2.06,2060.0,0.88,880.0,10.602161,4.5290785,19.833496449399764,26.932069974414535
"Korea, Rep.",KOR,2019,31902.4169048194,11.952,1.494,13.0,13000.0,2.68,2680.0,2.3448772,0.48340547,12.416484812919867,20.477648799153997
Mexico,MEX,2019,10369.5553568761,4.426208,6.050260000000001,6.97,6970.0,16.78,16780.0,2.1912727,5.275403,17.9761570277904,31.660211530665638
Morocco,MAR,2019,3508.09765625,0.193903,1.225,1.58,1580.0,4.72,4720.0,3.951976,11.8059025,93.01831163192574,43.984717174541046
Netherlands,NLD,2019,53554.9007491475,7.226,4.484158000000001,5.4,5400.0,11.51,11510.0,4.4705687,9.5289345,8.53083803161339,29.301530870216197
Pakistan,PAK,2019,1390.41690981745,0.763313,1.235855,0.93,930.0,2.88,2880.0,0.6836727,2.11718,13.908368331424176,26.602402651417133
Philippines,PHL,2019,3400.78949772302,0.982246,0.4428999999999999,1.26,1260.0,1.04,1040.0,1.1877828,0.98039216,14.643543108178214,26.805477802486937
Poland,POL,2019,15874.5220531254,1.5392590000000002,5.836823000000001,0.71,710.0,15.11,15110.0,0.43547598,9.267665,5.265535449882202,29.551792897417968
Portugal,PRT,2019,23343.3628970034,0.901438,5.222745,1.34,1340.0,13.67,13670.0,2.590373,26.425673,16.96933527648938,29.878967537282076
Romania,ROU,2019,12992.0326104674,1.397705,3.037515,1.78,1780.0,6.77,6770.0,3.007773,11.439675,14.537856488455251,25.442871894568768
Russian Federation,RUS,2019,11447.701171875,1.27632,0.1019,1.28,1280.0,0.33,330.0,0.12034826,0.031027287,11.448439377365178,36.968825197951254
South Africa,ZAF,2019,6533.71121032856,4.404991,2.094,4.81,4810.0,6.62,6620.0,2.050648,2.8223057,12.46510510443421,36.089195919631216
Spain,ESP,2019,29776.2011500384,8.839253000000001,25.590076,15.1,15100.0,55.65,55650.0,5.574218,20.543392,19.50101770180628,24.825013126289257
Sweden,SWE,2019,51773.0464558993,0.714,8.681000000000001,0.68,680.0,19.85,19850.0,0.40375254,11.786012,10.871928680147859,26.102773127056988
Thailand,THA,2019,7605.69657797759,2.98262,1.50682,5.15,5150.0,3.67,3670.0,2.7018518,1.9253974,19.71084292933714,27.80357120887018
Turkiye,TUR,2019,9215.44049888114,5.995155,7.591156,9.25,9250.0,21.73,21730.0,3.0549226,7.176591,17.61315717540849,32.67741576257867
Ukraine,UKR,2019,3619.86157226563,5.935688,1.25777,2.93,2930.0,2.02,2020.0,1.9192977,1.3232019,5.634980912823398,18.333527378291425
United Kingdom,GBR,2019,42662.5353740311,13.346,24.09538,12.92,12920.0,64.33,64330.0,4.0167885,20.0,11.051145247631187,30.477242134948995
United States,USA,2019,65604.6815198734,59.068,104.0522,106.89,106890.0,295.88,295880.0,2.5704722,7.115271,20.65763999884971,32.4608760869665
Argentina,ARG,2020,8535.59938004389,0.764135,2.623904,1.33,1330.0,9.32,9320.0,0.9589732,6.720023,19.869065547091132,40.54747965776451
Australia,AUS,2020,51791.540179984,17.342,8.603,23.85,23850.0,22.2,22200.0,9.505401,8.847794,15.699473761538622,29.45770748974155
Austria,AUT,2020,48716.4098900349,2.042934,3.225985,2.04,2040.0,6.79,6790.0,2.948403,9.813557,11.39913048237325,24.027208906772398
Belgium,BEL,2020,45906.2875805246,5.574800000000001,4.680899999999999,5.11,5110.0,12.82,12820.0,5.814086,14.586415,10.463753557676208,31.264720879204926
Brazil,BRA,2020,7074.19378281866,7.879157,17.198324,10.64,10640.0,56.48,56480.0,1.7318554,9.193157,15.415505391580833,37.489051749896596
Bulgaria,BGR,2020,10198.5388313404,1.097357,0.7028,1.47,1470.0,1.48,1480.0,3.654898,3.6797612,15.292035242686037,24.03952357562574
Canada,CAN,2020,43537.839298904,3.342,13.62696,4.24,4240.0,35.74,35740.0,0.6794,5.72683,14.482892424900736,29.93997689726165
Chile,CHL,2020,13114.815470545,3.205438,2.1489960000000004,7.64,7640.0,5.54,5540.0,9.826366,7.125402,27.20832905585636,29.428630454603027
China,CHN,2020,10408.7195541075,253.4178,282.11266,261.1,261100.00000000003,466.5,466500.0,3.3754478,6.030817,11.761579523245553,18.876651851616387
Denmark,DNK,2020,60985.4885601514,1.304294,6.259455,1.18,1180.0,16.33,16329.999999999998,4.107205,56.839542,10.32767124183903,29.78143066994734
"Egypt, Arab Rep.",EGY,2020,3511.11381026379,1.65539,1.38,4.51,4510.0,4.23,4230.0,2.382588,2.2346663,31.100839237182893,34.99106611078023
France,FRA,2020,39169.8606000707,12.022225,17.484002,13.46,13460.0,39.86,39860.0,2.5528686,7.559981,12.780743001942623,26.025096030658673
Germany,DEU,2020,47379.765194548,53.719,62.188,49.5,49500.0,132.1,132100.0,8.726157,23.287382,10.518968952338744,24.248904412103762
Greece,GRC,2020,17886.733165236,3.28772,4.11925,4.45,4450.0,9.31,9310.0,9.240032,19.331396,15.45115969668672,25.80045853317604
India,IND,2020,1907.04251637669,39.042656,38.5586,58.68,58680.0,60.43,60430.0,3.7550154,3.8670003,17.157209122725416,17.890695788965413
Italy,ITA,2020,32091.4866621366,21.65004,10.870622,24.94,24940.0,18.76,18760.0,8.968965,6.7465024,13.150238814664176,19.700367756468076
Japan,JPN,2020,40040.7655055923,69.764,4.371,79.09,79090.0,8.48,8480.0,8.20325,0.8795494,12.941544081167061,22.1467977506375
Jordan,JOR,2020,4022.0401356135,1.448375,0.51801,2.87,2870.0,1.38,1380.0,14.321357,6.886227,22.620217193493104,30.411429620150663
"Korea, Rep.",KOR,2020,31721.2989141857,14.574791,1.635802,17.97,17970.0,3.15,3150.0,3.2587404,0.57123166,14.074780647034313,21.982430703464747
Mexico,MEX,2020,8841.27075003163,5.149,6.504433,11.24,11240.0,19.77,19770.0,3.452937,6.07336,24.91949937523889,34.6970952743843
Morocco,MAR,2020,3268.0302734375,0.194,1.405,1.52,1520.0,4.59,4590.0,3.9603958,11.959353,89.44122769853598,37.29342368254277
Netherlands,NLD,2020,53467.9277413737,10.94972,6.61875,8.57,8570.0,15.28,15280.0,6.979396,12.44401,8.934570950518417,26.353801509996938
Pakistan,PAK,2020,1278.39735206896,0.860313,1.235855,1.03,1030.0,2.88,2880.0,0.7524839,2.1040328,13.667108212452803,26.602402651417133
Philippines,PHL,2020,3227.57910235199,1.057881,0.4428999999999999,1.39,1390.0,1.03,1030.0,1.3563622,1.0050741,14.999399657121923,26.547732823616872
Poland,POL,2020,15987.5753654045,3.954963,6.29825,1.96,1960.0,15.8,15800.0,1.2472954,10.0547285,5.657304309482615,28.63736701522692
Portugal,PRT,2020,22299.4044062173,1.100292,5.122259000000001,1.72,1720.0,12.3,12300.0,3.3372138,23.86496,17.844993143953634,27.41192097160834
Romania,ROU,2020,13082.3006559554,1.382539,3.012527,1.73,1730.0,6.95,6950.0,3.110392,12.495505,14.284485607631023,26.335996173106167
Russian Federation,RUS,2020,10108.3271484375,1.42782,0.9453,2.02,2020.0,1.24,1240.0,0.19331808,0.1186705,16.150047436367053,14.974347975830437
South Africa,ZAF,2020,5580.60383075189,5.489578000000001,2.516,5.03,5030.0,5.94,5940.0,2.2662764,2.6762786,10.459837044705605,26.950802535008823
Spain,ESP,2020,27230.3599933583,10.285477,26.81919,20.67,20670.0,56.44,56440.0,7.958264,21.730257,22.94097824627764,24.023553188702657
Sweden,SWE,2020,52653.7565934247,1.107,9.976,1.05,1050.0,27.53,27530.0,0.64106476,16.80811,10.827733848114738,31.502546751472938
Thailand,THA,2020,6985.64393892574,2.98262,1.50682,5.03,5030.0,3.22,3220.0,2.8061368,1.7963737,19.251561152342877,24.394413976174928
Turkiye,TUR,2020,8638.73903848102,6.667355,8.832356,10.95,10950.0,24.83,24830.0,3.5852268,8.129788,18.74806426236491,32.091945635397266
Ukraine,UKR,2020,3709.76928710938,7.331,1.402,5.97,5970.0,3.27,3270.0,4.02671,2.2055848,9.296233110286025,26.625368846852837
United Kingdom,GBR,2020,40201.6812422928,13.46248,24.484990000000003,13.32,13320.0,73.64,73640.0,4.3335395,23.958096,11.294709037305752,34.33284103470709
United States,USA,2020,64411.3731779373,73.8137,118.7317,130.72,130720.0,337.94,337940.0,3.2330987,8.358273,20.21626666760201,32.4914286334452
Argentina,ARG,2021,10738.0179223384,1.071366,3.292124,2.17,2170.0,12.81,12810.0,1.479411,8.733297,23.12159383228224,44.41900630484416
Australia,AUS,2021,60607.7788605166,19.074,8.9506,28.04,28040.0,26.09,26090.0,11.34947,10.560188,16.781552070929706,33.27498159098949
Austria,AUT,2021,53648.7190742245,2.6919340000000003,3.523985,2.78,2780.0,6.74,6740.0,4.152353,10.067215,11.788981385632633,21.833418493383597
Belgium,BEL,2021,51655.7883303715,6.584600000000001,4.7796400000000006,5.62,5620.0,12.0,12000.0,5.675048,12.11754,9.743226793055387,28.66038056629014
Brazil,BRA,2021,7972.53665048385,13.054926,21.16127,16.75,16750.0,71.5,71500.0,2.5279965,10.791149,14.646582114835462,38.570938590268945
Bulgaria,BGR,2021,12274.0775950496,1.186357,0.7048,1.47,1470.0,1.43,1430.0,3.1078224,3.0232558,14.144833231319257,23.16146554092226
Canada,CAN,2021,52496.8441693242,3.6296,14.30356,5.11,5110.0,35.21,35210.0,0.8163591,5.6250496,16.071559767834838,28.10074130282296
Chile,CHL,2021,16216.5706467899,4.360007,3.137006,10.79,10790.0,7.21,7210.0,13.237639,8.84554,28.250761061102686,26.237098709106505
China,CHN,2021,12617.5051041181,306.4028,328.97344,327.0,327000.0,655.6,655600.0,3.854305,7.7274694,12.182906658583953,22.7496124454308
Denmark,DNK,2021,69727.9873677012,1.540294,7.013565,1.31,1310.0,16.05,16050.0,3.9624922,48.548088,9.708755535984286,26.1235445999562
