location,year,total_energy_supply
HND,1975,72.22
HND,1976,70.89
HND,1977,69.03
HND,1978,69.62
HND,1979,69.31
HND,1980,70.28
HND,1981,71.69
HND,1982,67.95
HND,1983,70.37
HND,1984,69.58
HND,1985,73.35
HND,1986,71.97
HND,1987,72.12
HND,1988,70.5
HND,1989,69.06
HND,1990,71.19
HND,1991,70.9
HND,1992,67.7
HND,1993,66.6
HND,1994,62.87
HND,1995,58.82
HND,1996,59.87
HND,1997,61.46
HND,1998,57.02
HND,1999,50.51
HND,2000,50.93
HND,2001,46.37
HND,2002,45.38
HND,2003,44.49
HND,2004,42.69
HND,2005,45.02
HND,2006,49.53
HND,2007,45.19
HND,2008,45.66
HND,2009,49.29
HND,2010,48.82
HND,2011,47.78
HND,2012,48.39
HND,2013,48.46
HND,2014,47.0
HND,2015,
HKG,1960,
HKG,1961,
HKG,1962,
HKG,1963,
HKG,1964,
HKG,1965,
HKG,1966,
HKG,1967,
HKG,1968,
HKG,1969,
HKG,1970,
HKG,1971,1.62
HKG,1972,1.48
HKG,1973,1.47
HKG,1974,1.29
HKG,1975,1.09
HKG,1976,1.12
HKG,1977,0.99
HKG,1978,0.96
HKG,1979,1.13
HKG,1980,1.15
HKG,1981,1.03
HKG,1982,0.98
HKG,1983,0.93
HKG,1984,0.89
HKG,1985,0.85
HKG,1986,0.74
HKG,1987,0.67
HKG,1988,0.59
HKG,1989,0.6
HKG,1990,0.63
HKG,1991,0.62
HKG,1992,0.51
HKG,1993,0.54
HKG,1994,0.52
HKG,1995,0.53
HKG,1996,0.55
HKG,1997,0.56
HKG,1998,0.42
HKG,1999,0.35
HKG,2000,0.4
HKG,2001,0.33
HKG,2002,0.43
HKG,2003,0.42
HKG,2004,0.45
HKG,2005,0.45
HKG,2006,0.52
HKG,2007,0.47
HKG,2008,0.5
HKG,2009,0.47
HKG,2010,0.72
HKG,2011,0.8
HKG,2012,0.71
HKG,2013,0.78
HKG,2014,1.36
HKG,2015,
IND,1960,
IND,1961,
IND,1962,
IND,1963,
IND,1964,
IND,1965,
IND,1966,
IND,1967,
IND,1968,
IND,1969,
IND,1970,
IND,1971,64.68
IND,1972,64.58
IND,1973,64.29
IND,1974,63.19
IND,1975,62.67
IND,1976,61.68
IND,1977,61.46
IND,1978,62.4
IND,1979,60.91
IND,1980,60.23
IND,1981,58.21
IND,1982,56.74
IND,1983,55.74
IND,1984,54.38
IND,1985,52.25
IND,1986,51.23
IND,1987,49.79
IND,1988,48.17
IND,1989,46.74
IND,1990,45.67
IND,1991,44.45
IND,1992,43.37
IND,1993,42.59
IND,1994,41.53
IND,1995,39.42
IND,1996,38.52
IND,1997,37.54
IND,1998,37.2
IND,1999,35.71
IND,2000,35.25
IND,2001,35.19
IND,2002,34.55
IND,2003,34.46
IND,2004,33.49
IND,2005,33.1
IND,2006,32.24
IND,2007,31.26
IND,2008,30.25
IND,2009,28.04
IND,2010,27.52
IND,2011,27.27
IND,2012,26.37
IND,2013,26.47
IND,2014,25.3
IND,2015,
IDN,1960,
IDN,1961,
IDN,1962,
IDN,1963,
IDN,1964,
IDN,1965,
IDN,1966,
IDN,1967,
IDN,1968,
IDN,1969,
IDN,1970,
IDN,1971,75.32
IDN,1972,73.12
IDN,1973,70.77
IDN,1974,68.49
IDN,1975,67.38
IDN,1976,65.55
IDN,1977,60.16
IDN,1978,57.43
IDN,1979,55.84
IDN,1980,54.52
IDN,1981,52.92
IDN,1982,52.87
IDN,1983,53.34
IDN,1984,52.29
IDN,1985,51.43
IDN,1986,47.56
IDN,1987,47.82
IDN,1988,48.15
IDN,1989,46.4
IDN,1990,46.57
IDN,1991,45.19
IDN,1992,44.3
IDN,1993,40.92
IDN,1994,42.53
IDN,1995,39.41
IDN,1996,38.49
IDN,1997,37.95
IDN,1998,39.34
IDN,1999,37.79
IDN,2000,38.05
IDN,2001,38.54
IDN,2002,37.45
IDN,2003,37.56
IDN,2004,35.68
IDN,2005,35.0
IDN,2006,34.82
IDN,2007,35.42
IDN,2008,36.19
IDN,2009,34.48
IDN,2010,32.85
IDN,2011,34.69
IDN,2012,34.89
IDN,2013,34.72
IDN,2014,34.43
IDN,2015,
IRN,1960,
IRN,1961,
IRN,1962,
IRN,1963,
IRN,1964,
IRN,1965,
IRN,1966,
IRN,1967,
IRN,1968,
IRN,1969,
IRN,1970,
IRN,1971,2.27
IRN,1972,2.69
IRN,1973,1.9
IRN,1974,1.85
IRN,1975,1.73
IRN,1976,1.66
IRN,1977,1.56
IRN,1978,2.09
IRN,1979,1.62
IRN,1980,1.63
IRN,1981,1.64
IRN,1982,1.44
IRN,1983,1.68
IRN,1984,1.4
IRN,1985,1.32
IRN,1986,1.62
IRN,1987,1.66
IRN,1988,1.56
IRN,1989,1.28
IRN,1990,1.07
IRN,1991,1.08
IRN,1992,1.32
IRN,1993,1.28
IRN,1994,0.96
IRN,1995,0.88
IRN,1996,0.93
IRN,1997,0.77
IRN,1998,0.72
IRN,1999,0.48
IRN,2000,0.38
IRN,2001,0.43
IRN,2002,0.58
IRN,2003,0.74
IRN,2004,0.65
IRN,2005,1.14
IRN,2006,1.2
IRN,2007,1.13
IRN,2008,0.52
IRN,2009,0.62
IRN,2010,0.71
IRN,2011,0.75
IRN,2012,0.74
IRN,2013,0.81
IRN,2014,0.73
IRN,2015,
IRQ,1960,
IRQ,1961,
IRQ,1962,
IRQ,1963,
IRQ,1964,
IRQ,1965,
IRQ,1966,
IRQ,1967,
IRQ,1968,
IRQ,1969,
IRQ,1970,
IRQ,1971,0.93
IRQ,1972,0.83
IRQ,1973,0.99
IRQ,1974,1.07
IRQ,1975,0.99
IRQ,1976,0.8
IRQ,1977,0.93
IRQ,1978,0.95
IRQ,1979,1.02
IRQ,1980,0.8
IRQ,1981,0.73
IRQ,1982,0.71
IRQ,1983,0.59
IRQ,1984,0.56
IRQ,1985,0.49
IRQ,1986,0.45
IRQ,1987,1.55
IRQ,1988,1.29
IRQ,1989,1.17
IRQ,1990,1.23
IRQ,1991,0.63
IRQ,1992,0.36
IRQ,1993,0.25
IRQ,1994,0.21
IRQ,1995,0.22
IRQ,1996,0.23
IRQ,1997,0.2
IRQ,1998,0.28
IRQ,1999,0.37
IRQ,2000,0.32
IRQ,2001,0.29
IRQ,2002,0.28
IRQ,2003,0.28
IRQ,2004,0.29
IRQ,2005,2.08
IRQ,2006,2.25
IRQ,2007,2.09
IRQ,2008,1.23
IRQ,2009,0.96
IRQ,2010,1.2
IRQ,2011,0.81
IRQ,2012,0.92
IRQ,2013,0.92
IRQ,2014,0.6
IRQ,2015,
ISR,1960,
ISR,1961,
ISR,1962,
ISR,1963,
ISR,1964,
ISR,1965,
ISR,1966,
ISR,1967,
ISR,1968,
ISR,1969,
ISR,1970,
ISR,1971,0.06
ISR,1972,0.07
ISR,1973,0.04
ISR,1974,0.04
ISR,1975,0.04
ISR,1976,0.04
ISR,1977,0.04
ISR,1978,0.04
ISR,1979,0.03
ISR,1980,0.03
ISR,1981,0.04
ISR,1982,0.03
ISR,1983,0.04
ISR,1984,0.04
ISR,1985,3.08
ISR,1986,3.3
ISR,1987,3.16
ISR,1988,3.03
ISR,1989,3.05
ISR,1990,3.15
ISR,1991,3.33
ISR,1992,3.06
ISR,1993,3.07
ISR,1994,3.01
ISR,1995,3.03
ISR,1996,3.09
ISR,1997,3.09
ISR,1998,3.18
ISR,1999,3.28
ISR,2000,3.33
ISR,2001,3.32
ISR,2002,3.55
ISR,2003,3.56
ISR,2004,3.83
ISR,2005,3.99
ISR,2006,3.67
ISR,2007,3.64
ISR,2008,4.71
ISR,2009,4.97
ISR,2010,4.99
ISR,2011,4.96
ISR,2012,4.79
ISR,2013,5.04
ISR,2014,5.28
ISR,2015,5.32
JAM,1960,
JAM,1961,
JAM,1962,
JAM,1963,
JAM,1964,
JAM,1965,
JAM,1966,
JAM,1967,
JAM,1968,
JAM,1969,
JAM,1970,
JAM,1971,13.78
JAM,1972,10.93
JAM,1973,8.6
JAM,1974,9.76
JAM,1975,9.46
JAM,1976,10.46
JAM,1977,9.85
JAM,1978,10.25
JAM,1979,8.69
JAM,1980,9.83
JAM,1981,9.66
JAM,1982,10.8
JAM,1983,11.75
JAM,1984,13.58
JAM,1985,14.63
JAM,1986,14.58
JAM,1987,14.23
JAM,1988,14.18
JAM,1989,13.46
JAM,1990,17.4
JAM,1991,17.36
JAM,1992,16.46
JAM,1993,16.02
JAM,1994,16.13
JAM,1995,15.1
JAM,1996,14.74
JAM,1997,15.12
JAM,1998,13.31
JAM,1999,13.35
JAM,2000,15.44
JAM,2001,13.08
JAM,2002,11.03
JAM,2003,10.66
JAM,2004,10.97
JAM,2005,11.08
JAM,2006,9.88
JAM,2007,9.67
JAM,2008,14.02
JAM,2009,17.68
JAM,2010,17.35
JAM,2011,17.51
JAM,2012,19.18
JAM,2013,18.59
JAM,2014,19.03
JAM,2015,
JOR,1960,
JOR,1961,
JOR,1962,
JOR,1963,
JOR,1964,
JOR,1965,
JOR,1966,
JOR,1967,
JOR,1968,
JOR,1969,
JOR,1970,
JOR,1971,0.19
JOR,1972,0.17
JOR,1973,0.15
JOR,1974,0.14
JOR,1975,0.12
JOR,1976,0.12
JOR,1977,0.07
JOR,1978,0.06
JOR,1979,0.06
JOR,1980,0.05
JOR,1981,0.05
JOR,1982,0.08
JOR,1983,0.08
JOR,1984,0.07
JOR,1985,0.07
JOR,1986,0.08
JOR,1987,0.12
JOR,1988,0.15
JOR,1989,0.12
JOR,1990,1.87
JOR,1991,1.8
JOR,1992,1.62
JOR,1993,1.65
JOR,1994,1.53
JOR,1995,1.45
JOR,1996,1.42
JOR,1997,1.43
JOR,1998,1.44
JOR,1999,1.47
JOR,2000,1.47
JOR,2001,1.53
JOR,2002,1.47
JOR,2003,1.43
JOR,2004,1.24
JOR,2005,1.15
JOR,2006,1.53
JOR,2007,1.55
JOR,2008,1.72
JOR,2009,1.76
JOR,2010,1.91
JOR,2011,2.0
JOR,2012,1.93
JOR,2013,2.02
JOR,2014,2.0
JOR,2015,
KAZ,1960,
KAZ,1961,
KAZ,1962,
KAZ,1963,
KAZ,1964,
KAZ,1965,
KAZ,1966,
KAZ,1967,
KAZ,1968,
KAZ,1969,
KAZ,1970,
KAZ,1971,
KAZ,1972,
KAZ,1973,
KAZ,1974,
KAZ,1975,
KAZ,1976,
KAZ,1977,
KAZ,1978,
KAZ,1979,
KAZ,1980,
KAZ,1981,
KAZ,1982,
KAZ,1983,
KAZ,1984,
KAZ,1985,
KAZ,1986,
KAZ,1987,
KAZ,1988,
KAZ,1989,
KAZ,1990,1.02
KAZ,1991,0.98
KAZ,1992,0.89
KAZ,1993,1.12
KAZ,1994,1.49
KAZ,1995,1.52
KAZ,1996,1.55
KAZ,1997,1.6
KAZ,1998,1.53
KAZ,1999,1.67
KAZ,2000,2.02
KAZ,2001,2.07
KAZ,2002,1.98
KAZ,2003,1.78
KAZ,2004,1.41
KAZ,2005,1.35
KAZ,2006,1.12
KAZ,2007,1.1
KAZ,2008,1.02
KAZ,2009,1.04
KAZ,2010,1.07
KAZ,2011,0.98
KAZ,2012,0.97
KAZ,2013,0.9
KAZ,2014,0.96
KAZ,2015,
KEN,1960,
KEN,1961,
KEN,1962,
KEN,1963,
KEN,1964,
KEN,1965,
KEN,1966,
KEN,1967,
KEN,1968,
KEN,1969,
KEN,1970,
KEN,1971,78.46
KEN,1972,77.85
KEN,1973,78.61
KEN,1974,78.74
KEN,1975,79.85
KEN,1976,78.88
KEN,1977,78.17
KEN,1978,79.13
KEN,1979,79.51
KEN,1980,79.25
KEN,1981,80.42
KEN,1982,82.02
KEN,1983,83.91
KEN,1984,82.26
KEN,1985,82.03
KEN,1986,81.05
KEN,1987,80.61
KEN,1988,81.3
KEN,1989,81.12
KEN,1990,82.01
KEN,1991,83.06
KEN,1992,83.27
KEN,1993,83.84
KEN,1994,85.03
KEN,1995,84.34
KEN,1996,83.58
KEN,1997,84.35
KEN,1998,83.4
KEN,1999,82.94
KEN,2000,81.65
KEN,2001,83.47
KEN,2002,84.27
KEN,2003,86.94
KEN,2004,85.87
KEN,2005,84.83
KEN,2006,83.5
KEN,2007,83.86
KEN,2008,83.44
KEN,2009,81.3
KEN,2010,80.78
KEN,2011,81.29
KEN,2012,83.01
KEN,2013,81.86
KEN,2014,82.83
KEN,2015,
KWT,1960,
KWT,1961,
KWT,1962,
KWT,1963,
KWT,1964,
KWT,1965,
KWT,1966,
KWT,1967,
KWT,1968,
KWT,1969,
KWT,1970,
KWT,1971,0.18
KWT,1972,0.05
KWT,1973,0.33
KWT,1974,0.12
KWT,1975,0.12
KWT,1976,0.12
KWT,1977,0.01
KWT,1978,0.01
KWT,1979,0.03
KWT,1980,0.04
KWT,1981,0.04
KWT,1982,0.03
KWT,1983,0.01
KWT,1984,0.05
KWT,1985,0.04
KWT,1986,0.04
KWT,1987,0.04
KWT,1988,0.03
KWT,1989,0.02
KWT,1990,0.06
KWT,1991,0.22
KWT,1992,0.09
KWT,1993,0.03
KWT,1994,0.02
KWT,1995,0.04
KWT,1996,0.03
KWT,1997,0.0
KWT,1998,0.0
KWT,1999,0.0
KWT,2000,0.0
KWT,2001,0.0
KWT,2002,0.0
KWT,2003,0.0
KWT,2004,0.0
KWT,2005,0.0
KWT,2006,0.0
KWT,2007,0.0
KWT,2008,0.0
KWT,2009,0.0
KWT,2010,0.0
KWT,2011,0.0
KWT,2012,0.0
KWT,2013,0.0
KWT,2014,0.0
KWT,2015,
KGZ,1960,
KGZ,1961,
KGZ,1962,
KGZ,1963,
KGZ,1964,
KGZ,1965,
KGZ,1966,
KGZ,1967,
KGZ,1968,
KGZ,1969,
KGZ,1970,
KGZ,1971,
KGZ,1972,
KGZ,1973,
KGZ,1974,
KGZ,1975,
KGZ,1976,
KGZ,1977,
KGZ,1978,
KGZ,1979,
KGZ,1980,
KGZ,1981,
KGZ,1982,
KGZ,1983,
KGZ,1984,
KGZ,1985,
KGZ,1986,
KGZ,1987,
KGZ,1988,
KGZ,1989,
KGZ,1990,11.54
KGZ,1991,12.81
KGZ,1992,15.98
KGZ,1993,20.27
KGZ,1994,36.23
KGZ,1995,40.26
KGZ,1996,38.35
KGZ,1997,36.4
KGZ,1998,31.1
KGZ,1999,43.43
KGZ,2000,47.72
KGZ,2001,47.01
KGZ,2002,36.52
KGZ,2003,40.31
KGZ,2004,44.14
KGZ,2005,42.87
KGZ,2006,42.48
KGZ,2007,37.21
KGZ,2008,27.68
KGZ,2009,30.59
KGZ,2010,34.83
KGZ,2011,36.85
KGZ,2012,29.59
KGZ,2013,28.61
KGZ,2014,30.21
KGZ,2015,
LVA,1960,
LVA,1961,
LVA,1962,
LVA,1963,
LVA,1964,
LVA,1965,
LVA,1966,
LVA,1967,
LVA,1968,
LVA,1969,
LVA,1970,
LVA,1971,
LVA,1972,
LVA,1973,
LVA,1974,
LVA,1975,
LVA,1976,
LVA,1977,
LVA,1978,
LVA,1979,
LVA,1980,
LVA,1981,
LVA,1982,
LVA,1983,
LVA,1984,
LVA,1985,
LVA,1986,
LVA,1987,
LVA,1988,
LVA,1989,
LVA,1990,13.31
LVA,1991,14.22
LVA,1992,16.13
LVA,1993,20.9
LVA,1994,24.53
LVA,1995,27.37
LVA,1996,26.78
LVA,1997,29.51
LVA,1998,32.6
LVA,1999,31.62
LVA,2000,31.07
LVA,2001,31.67
LVA,2002,31.04
LVA,2003,30.46
LVA,2004,32.73
LVA,2005,32.6
LVA,2006,30.49
LVA,2007,29.34
LVA,2008,30.03
LVA,2009,35.58
LVA,2010,31.81
LVA,2011,33.31
LVA,2012,37.39
LVA,2013,37.13
LVA,2014,37.17
LVA,2015,
LBN,1960,
LBN,1961,
LBN,1962,
LBN,1963,
LBN,1964,
LBN,1965,
LBN,1966,
LBN,1967,
LBN,1968,
LBN,1969,
LBN,1970,
LBN,1971,9.12
LBN,1972,8.84
LBN,1973,5.98
LBN,1974,7.26
LBN,1975,8.2
LBN,1976,7.66
LBN,1977,9.94
LBN,1978,8.3
LBN,1979,7.79
LBN,1980,7.3
LBN,1981,7.64
LBN,1982,9.12
LBN,1983,8.01
LBN,1984,7.98
LBN,1985,6.76
LBN,1986,6.02
LBN,1987,6.01
LBN,1988,8.06
LBN,1989,7.8
LBN,1990,7.46
LBN,1991,6.36
LBN,1992,6.85
LBN,1993,4.86
LBN,1994,4.83
LBN,1995,4.11
LBN,1996,4.13
LBN,1997,3.86
LBN,1998,3.79
LBN,1999,2.94
LBN,2000,3.52
LBN,2001,3.2
LBN,2002,3.92
LBN,2003,5.2
LBN,2004,5.0
LBN,2005,5.23
LBN,2006,4.95
LBN,2007,5.42
LBN,2008,3.54
LBN,2009,2.91
LBN,2010,3.35
LBN,2011,3.34
LBN,2012,3.24
LBN,2013,3.62
LBN,2014,2.22
LBN,2015,
LBY,1960,
LBY,1961,
LBY,1962,
LBY,1963,
LBY,1964,
LBY,1965,
LBY,1966,
LBY,1967,
LBY,1968,
LBY,1969,
LBY,1970,
LBY,1971,6.18
LBY,1972,4.61
LBY,1973,4.06
LBY,1974,3.78
LBY,1975,3.11
LBY,1976,3.54
LBY,1977,2.93
LBY,1978,2.67
LBY,1979,2.38
LBY,1980,1.77
LBY,1981,1.64
LBY,1982,1.51
LBY,1983,1.48
LBY,1984,1.38
LBY,1985,1.23
LBY,1986,1.24
LBY,1987,1.14
LBY,1988,1.18
LBY,1989,1.09
LBY,1990,1.12
LBY,1991,1.1
LBY,1992,1.11
LBY,1993,1.07
LBY,1994,0.95
LBY,1995,0.89
LBY,1996,0.86
LBY,1997,0.86
LBY,1998,0.87
LBY,1999,0.9
LBY,2000,0.88
LBY,2001,0.88
LBY,2002,0.85
LBY,2003,0.84
LBY,2004,0.82
LBY,2005,0.84
LBY,2006,0.84
LBY,2007,0.92
LBY,2008,0.87
LBY,2009,0.81
LBY,2010,0.75
LBY,2011,1.14
LBY,2012,0.9
LBY,2013,0.79
LBY,2014,0.85
LBY,2015,
LTU,1960,
LTU,1961,
LTU,1962,
LTU,1963,
LTU,1964,
LTU,1965,
LTU,1966,
LTU,1967,
LTU,1968,
LTU,1969,
LTU,1970,
LTU,1971,
LTU,1972,
LTU,1973,
LTU,1974,
LTU,1975,
LTU,1976,
LTU,1977,
LTU,1978,
LTU,1979,
LTU,1980,
LTU,1981,
LTU,1982,
LTU,1983,
LTU,1984,
LTU,1985,
LTU,1986,
LTU,1987,
LTU,1988,
LTU,1989,
LTU,1990,1.99
LTU,1991,1.84
LTU,1992,2.83
LTU,1993,5.04
LTU,1994,5.89
LTU,1995,5.66
LTU,1996,5.67
LTU,1997,6.1
LTU,1998,6.49
LTU,1999,7.87
LTU,2000,9.46
LTU,2001,8.82
LTU,2002,8.69
LTU,2003,8.58
LTU,2004,8.98
LTU,2005,9.96
LTU,2006,10.67
LTU,2007,10.19
LTU,2008,10.73
LTU,2009,12.0
LTU,2010,15.08
LTU,2011,14.45
LTU,2012,15.74
LTU,2013,17.4
LTU,2014,18.25
LTU,2015,
MKD,1960,
MKD,1961,
MKD,1962,
MKD,1963,
MKD,1964,
MKD,1965,
MKD,1966,
MKD,1967,
MKD,1968,
MKD,1969,
MKD,1970,
MKD,1971,
MKD,1972,
MKD,1973,
MKD,1974,
MKD,1975,
MKD,1976,
MKD,1977,
MKD,1978,
MKD,1979,
MKD,1980,
MKD,1981,
MKD,1982,
MKD,1983,
MKD,1984,
MKD,1985,
MKD,1986,
MKD,1987,
MKD,1988,
MKD,1989,
MKD,1990,1.7
MKD,1991,3.0
MKD,1992,9.64
MKD,1993,8.98
MKD,1994,10.47
MKD,1995,10.81
MKD,1996,9.19
MKD,1997,10.28
MKD,1998,9.14
MKD,1999,11.63
MKD,2000,12.32
MKD,2001,8.76
MKD,2002,8.9
MKD,2003,10.84
MKD,2004,11.29
MKD,2005,10.45
MKD,2006,10.84
MKD,2007,7.84
MKD,2008,8.4
MKD,2009,11.17
MKD,2010,14.6
MKD,2011,10.48
MKD,2012,10.05
MKD,2013,11.09
MKD,2014,11.01
MKD,2015,
MYS,1960,
MYS,1961,
MYS,1962,
MYS,1963,
MYS,1964,
MYS,1965,
MYS,1966,
MYS,1967,
MYS,1968,
MYS,1969,
MYS,1970,
MYS,1971,24.77
MYS,1972,25.25
MYS,1973,25.73
MYS,1974,23.08
MYS,1975,22.38
MYS,1976,20.66
MYS,1977,20.44
MYS,1978,16.29
MYS,1979,14.1
MYS,1980,14.43
MYS,1981,13.9
MYS,1982,13.88
MYS,1983,12.21
MYS,1984,12.93
MYS,1985,13.19
MYS,1986,12.07
MYS,1987,12.48
MYS,1988,12.4
MYS,1989,11.26
MYS,1990,10.11
MYS,1991,8.33
MYS,1992,7.55
MYS,1993,7.14
MYS,1994,7.61
MYS,1995,6.96
MYS,1996,6.06
MYS,1997,4.95
MYS,1998,5.41
MYS,1999,5.86
MYS,2000,5.03
MYS,2001,4.82
MYS,2002,4.38
MYS,2003,4.04
MYS,2004,3.86
MYS,2005,3.46
MYS,2006,3.61
MYS,2007,3.32
MYS,2008,3.29
MYS,2009,3.34
MYS,2010,3.12
MYS,2011,3.15
MYS,2012,3.25
MYS,2013,3.23
MYS,2014,3.37
MYS,2015,
MLT,1960,
MLT,1961,
MLT,1962,
MLT,1963,
MLT,1964,
MLT,1965,
MLT,1966,
MLT,1967,
MLT,1968,
MLT,1969,
MLT,1970,
MLT,1971,0.0
MLT,1972,0.0
MLT,1973,0.0
MLT,1974,0.0
MLT,1975,0.0
MLT,1976,0.0
MLT,1977,0.0
MLT,1978,0.0
MLT,1979,0.0
MLT,1980,0.0
MLT,1981,0.0
MLT,1982,0.0
MLT,1983,0.0
MLT,1984,0.0
MLT,1985,0.0
MLT,1986,0.0
MLT,1987,0.0
MLT,1988,0.0
MLT,1989,0.0
MLT,1990,0.0
MLT,1991,0.0
MLT,1992,0.0
MLT,1993,0.0
MLT,1994,0.0
MLT,1995,0.0
MLT,1996,0.0
MLT,1997,0.0
MLT,1998,0.0
MLT,1999,0.0
MLT,2000,0.0
MLT,2001,0.0
MLT,2002,0.03
MLT,2003,0.04
MLT,2004,0.05
MLT,2005,0.06
MLT,2006,0.08
MLT,2007,0.09
MLT,2008,0.11
MLT,2009,0.12
MLT,2010,0.67
MLT,2011,0.99
MLT,2012,1.29
MLT,2013,1.62
MLT,2014,2.21
MLT,2015,
MDA,1960,
MDA,1961,
MDA,1962,
MDA,1963,
MDA,1964,
MDA,1965,
MDA,1966,
MDA,1967,
MDA,1968,
MDA,1969,
MDA,1970,
MDA,1971,
MDA,1972,
MDA,1973,
MDA,1974,
MDA,1975,
MDA,1976,
MDA,1977,
MDA,1978,
MDA,1979,
MDA,1980,
MDA,1981,
MDA,1982,
MDA,1983,
MDA,1984,
MDA,1985,
MDA,1986,
MDA,1987,
MDA,1988,
MDA,1989,
MDA,1990,0.85
MDA,1991,1.12
MDA,1992,1.24
MDA,1993,1.55
MDA,1994,1.69
MDA,1995,1.9
MDA,1996,2.3
MDA,1997,2.42
MDA,1998,2.55
MDA,1999,2.91
MDA,2000,3.19
MDA,2001,3.04
MDA,2002,3.29
MDA,2003,3.36
MDA,2004,3.23
MDA,2005,2.85
MDA,2006,3.24
MDA,2007,2.94
MDA,2008,3.33
MDA,2009,3.39
MDA,2010,6.06
MDA,2011,7.2
MDA,2012,7.3
MDA,2013,9.59
MDA,2014,9.41
MDA,2015,
MNG,1960,
MNG,1961,
MNG,1962,
MNG,1963,
MNG,1964,
MNG,1965,
MNG,1966,
MNG,1967,
MNG,1968,
MNG,1969,
MNG,1970,
MNG,1971,
MNG,1972,
MNG,1973,
MNG,1974,
MNG,1975,
MNG,1976,
MNG,1977,
MNG,1978,
MNG,1979,
MNG,1980,
MNG,1981,
MNG,1982,
MNG,1983,
MNG,1984,
MNG,1985,2.46
MNG,1986,2.28
MNG,1987,2.16
MNG,1988,2.03
MNG,1989,2.14
MNG,1990,2.25
MNG,1991,2.01
MNG,1992,2.39
MNG,1993,2.65
MNG,1994,3.06
MNG,1995,3.07
MNG,1996,3.64
MNG,1997,3.85
MNG,1998,3.82
MNG,1999,3.82
MNG,2000,5.51
MNG,2001,6.25
MNG,2002,6.51
MNG,2003,6.66
MNG,2004,6.47
MNG,2005,5.62
MNG,2006,4.94
MNG,2007,5.03
MNG,2008,5.03
MNG,2009,4.87
MNG,2010,4.63
MNG,2011,4.24
MNG,2012,3.85
MNG,2013,3.65
MNG,2014,3.77
MNG,2015,
MAR,1960,
MAR,1961,
MAR,1962,
MAR,1963,
MAR,1964,
MAR,1965,
MAR,1966,
MAR,1967,
MAR,1968,
MAR,1969,
MAR,1970,
MAR,1971,26.44
MAR,1972,25.24
MAR,1973,22.2
MAR,1974,21.18
MAR,1975,20.11
MAR,1976,18.94
MAR,1977,18.25
MAR,1978,17.69
MAR,1979,17.19
MAR,1980,17.15
MAR,1981,16.65
MAR,1982,15.69
MAR,1983,15.29
MAR,1984,14.98
MAR,1985,15.18
MAR,1986,15.23
MAR,1987,15.41
MAR,1988,15.08
MAR,1989,14.38
MAR,1990,14.4
MAR,1991,14.72
MAR,1992,13.79
MAR,1993,12.96
MAR,1994,12.62
MAR,1995,12.77
MAR,1996,13.52
MAR,1997,13.38
MAR,1998,13.02
MAR,1999,11.63
MAR,2000,11.65
MAR,2001,11.32
MAR,2002,11.21
MAR,2003,11.82
MAR,2004,17.57
MAR,2005,15.3
MAR,2006,14.02
MAR,2007,12.72
MAR,2008,11.36
MAR,2009,11.19
MAR,2010,10.92
MAR,2011,9.19
MAR,2012,8.66
MAR,2013,9.27
MAR,2014,8.81
MAR,2015,
MOZ,1960,
MOZ,1961,
MOZ,1962,
MOZ,1963,
MOZ,1964,
MOZ,1965,
MOZ,1966,
MOZ,1967,
MOZ,1968,
MOZ,1969,
MOZ,1970,
MOZ,1971,86.56
MOZ,1972,87.57
MOZ,1973,86.71
MOZ,1974,87.94
MOZ,1975,88.83
MOZ,1976,89.88
MOZ,1977,88.45
MOZ,1978,91.37
MOZ,1979,90.84
MOZ,1980,88.73
MOZ,1981,90.43
MOZ,1982,90.64
MOZ,1983,91.58
MOZ,1984,92.63
MOZ,1985,92.72
MOZ,1986,92.39
MOZ,1987,92.24
MOZ,1988,92.23
MOZ,1989,92.37
MOZ,1990,94.3
MOZ,1991,94.63
MOZ,1992,93.93
MOZ,1993,93.26
MOZ,1994,93.98
MOZ,1995,93.64
MOZ,1996,93.64
MOZ,1997,93.25
MOZ,1998,101.56
MOZ,1999,102.39
MOZ,2000,101.05
MOZ,2001,99.79
MOZ,2002,101.17
MOZ,2003,95.59
MOZ,2004,94.46
MOZ,2005,96.43
MOZ,2006,96.68
MOZ,2007,96.22
MOZ,2008,95.77
MOZ,2009,96.24
MOZ,2010,95.1
MOZ,2011,93.78
MOZ,2012,92.94
MOZ,2013,91.48
MOZ,2014,89.28
MOZ,2015,
MMR,1960,
MMR,1961,
MMR,1962,
MMR,1963,
MMR,1964,
MMR,1965,
MMR,1966,
MMR,1967,
MMR,1968,
MMR,1969,
MMR,1970,
MMR,1971,80.91
MMR,1972,81.52
MMR,1973,85.03
MMR,1974,83.31
MMR,1975,83.59
MMR,1976,82.14
MMR,1977,81.91
MMR,1978,82.21
MMR,1979,82.08
MMR,1980,81.09
MMR,1981,81.35
MMR,1982,81.16
MMR,1983,81.71
MMR,1984,80.35
MMR,1985,80.12
MMR,1986,78.88
MMR,1987,83.55
MMR,1988,83.98
MMR,1989,84.68
MMR,1990,85.43
MMR,1991,85.24
MMR,1992,86.19
MMR,1993,82.15
MMR,1994,80.03
MMR,1995,78.55
MMR,1996,77.46
MMR,1997,77.21
MMR,1998,75.97
MMR,1999,73.97
MMR,2000,72.82
MMR,2001,76.37
MMR,2002,75.93
MMR,2003,72.88
