location,year,total_energy_supply
PRT,2012,20.31
PRT,2013,24.75
PRT,2014,26.16
PRT,2015,21.53
SVK,1960,
SVK,1961,
SVK,1962,
SVK,1963,
SVK,1964,
SVK,1965,
SVK,1966,
SVK,1967,
SVK,1968,
SVK,1969,
SVK,1970,
SVK,1971,2.31
SVK,1972,2.28
SVK,1973,1.91
SVK,1974,2.17
SVK,1975,1.99
SVK,1976,2.02
SVK,1977,2.06
SVK,1978,1.98
SVK,1979,1.73
SVK,1980,1.81
SVK,1981,1.68
SVK,1982,1.52
SVK,1983,1.47
SVK,1984,1.27
SVK,1985,1.5
SVK,1986,1.32
SVK,1987,1.43
SVK,1988,1.36
SVK,1989,1.38
SVK,1990,1.54
SVK,1991,1.37
SVK,1992,1.57
SVK,1993,2.65
SVK,1994,3.13
SVK,1995,2.8
SVK,1996,2.43
SVK,1997,2.39
SVK,1998,2.5
SVK,1999,2.58
SVK,2000,2.75
SVK,2001,4.13
SVK,2002,3.98
SVK,2003,3.47
SVK,2004,3.98
SVK,2005,4.29
SVK,2006,4.48
SVK,2007,5.28
SVK,2008,5.12
SVK,2009,6.75
SVK,2010,7.42
SVK,2011,7.45
SVK,2012,8.16
SVK,2013,8.31
SVK,2014,8.9
SVK,2015,8.54
ESP,1960,8.31
ESP,1961,8.02
ESP,1962,7.36
ESP,1963,9.32
ESP,1964,8.22
ESP,1965,7.41
ESP,1966,9.18
ESP,1967,6.76
ESP,1968,6.37
ESP,1969,7.5
ESP,1970,6.32
ESP,1971,6.45
ESP,1972,6.84
ESP,1973,4.85
ESP,1974,4.72
ESP,1975,3.94
ESP,1976,2.99
ESP,1977,5.74
ESP,1978,5.46
ESP,1979,6.14
ESP,1980,4.15
ESP,1981,3.2
ESP,1982,3.9
ESP,1983,3.93
ESP,1984,4.47
ESP,1985,4.42
ESP,1986,3.77
ESP,1987,3.82
ESP,1988,4.41
ESP,1989,5.92
ESP,1990,6.88
ESP,1991,6.54
ESP,1992,5.35
ESP,1993,6.1
ESP,1994,6.18
ESP,1995,5.46
ESP,1996,7.03
ESP,1997,6.3
ESP,1998,6.12
ESP,1999,5.19
ESP,2000,5.59
ESP,2001,6.52
ESP,2002,5.35
ESP,2003,6.9
ESP,2004,6.34
ESP,2005,5.92
ESP,2006,6.46
ESP,2007,6.96
ESP,2008,7.59
ESP,2009,9.83
ESP,2010,11.78
ESP,2011,11.8
ESP,2012,12.86
ESP,2013,15.15
ESP,2014,15.51
ESP,2015,14.35
SWE,1960,25.83
SWE,1961,27.66
SWE,1962,27.09
SWE,1963,25.0
SWE,1964,25.33
SWE,1965,25.06
SWE,1966,23.0
SWE,1967,24.19
SWE,1968,21.67
SWE,1969,18.77
SWE,1970,17.2
SWE,1971,20.43
SWE,1972,20.43
SWE,1973,22.38
SWE,1974,23.0
SWE,1975,21.84
SWE,1976,19.44
SWE,1977,19.15
SWE,1978,20.91
SWE,1979,21.2
SWE,1980,22.5
SWE,1981,22.0
SWE,1982,21.63
SWE,1983,24.36
SWE,1984,24.87
SWE,1985,24.01
SWE,1986,21.32
SWE,1987,23.75
SWE,1988,23.13
SWE,1989,24.23
SWE,1990,24.43
SWE,1991,22.58
SWE,1992,26.13
SWE,1993,27.0
SWE,1994,23.05
SWE,1995,25.5
SWE,1996,23.03
SWE,1997,26.95
SWE,1998,27.42
SWE,1999,26.64
SWE,2000,31.0
SWE,2001,28.16
SWE,2002,25.34
SWE,2003,24.47
SWE,2004,25.0
SWE,2005,28.75
SWE,2006,28.66
SWE,2007,30.55
SWE,2008,31.49
SWE,2009,34.84
SWE,2010,33.39
SWE,2011,33.2
SWE,2012,36.93
SWE,2013,34.57
SWE,2014,35.85
SWE,2015,45.89
CHE,1960,28.33
CHE,1961,27.79
CHE,1962,25.22
CHE,1963,21.81
CHE,1964,21.66
CHE,1965,22.2
CHE,1966,23.45
CHE,1967,23.74
CHE,1968,21.6
CHE,1969,18.38
CHE,1970,18.35
CHE,1971,15.51
CHE,1972,13.61
CHE,1973,13.97
CHE,1974,14.66
CHE,1975,17.91
CHE,1976,13.67
CHE,1977,18.12
CHE,1978,16.64
CHE,1979,16.55
CHE,1980,16.44
CHE,1981,18.51
CHE,1982,19.79
CHE,1983,17.54
CHE,1984,15.03
CHE,1985,15.23
CHE,1986,15.14
CHE,1987,16.25
CHE,1988,16.55
CHE,1989,14.59
CHE,1990,14.91
CHE,1991,15.84
CHE,1992,15.88
CHE,1993,17.45
CHE,1994,18.34
CHE,1995,17.4
CHE,1996,15.15
CHE,1997,16.36
CHE,1998,16.16
CHE,1999,18.61
CHE,2000,17.73
CHE,2001,18.38
CHE,2002,16.83
CHE,2003,16.85
CHE,2004,16.48
CHE,2005,16.03
CHE,2006,15.51
CHE,2007,17.77
CHE,2008,17.82
CHE,2009,17.81
CHE,2010,19.0
CHE,2011,18.08
CHE,2012,20.7
CHE,2013,20.3
CHE,2014,21.1
CHE,2015,22.35
TUR,1960,55.8
TUR,1961,55.84
TUR,1962,50.95
TUR,1963,48.37
TUR,1964,46.03
TUR,1965,43.92
TUR,1966,40.55
TUR,1967,39.38
TUR,1968,37.82
TUR,1969,35.84
TUR,1970,34.35
TUR,1971,31.01
TUR,1972,29.72
TUR,1973,27.61
TUR,1974,27.43
TUR,1975,27.59
TUR,1976,26.8
TUR,1977,25.02
TUR,1978,26.13
TUR,1979,28.71
TUR,1980,27.72
TUR,1981,27.97
TUR,1982,27.38
TUR,1983,25.59
TUR,1984,25.0
TUR,1985,22.94
TUR,1986,21.86
TUR,1987,21.03
TUR,1988,22.89
TUR,1989,20.12
TUR,1990,18.32
TUR,1991,18.54
TUR,1992,18.65
TUR,1993,18.67
TUR,1994,18.47
TUR,1995,17.5
TUR,1996,16.77
TUR,1997,15.95
TUR,1998,16.0
TUR,1999,15.19
TUR,2000,13.3
TUR,2001,13.35
TUR,2002,13.53
TUR,2003,12.87
TUR,2004,13.36
TUR,2005,12.03
TUR,2006,11.12
TUR,2007,9.6
TUR,2008,9.43
TUR,2009,10.14
TUR,2010,10.9
TUR,2011,9.89
TUR,2012,10.28
TUR,2013,11.19
TUR,2014,9.94
TUR,2015,11.97
GBR,1960,0.17
GBR,1961,0.21
GBR,1962,0.2
GBR,1963,0.17
GBR,1964,0.18
GBR,1965,0.2
GBR,1966,0.19
GBR,1967,0.2
GBR,1968,0.16
GBR,1969,0.14
GBR,1970,0.19
GBR,1971,0.14
GBR,1972,0.14
GBR,1973,0.15
GBR,1974,0.17
GBR,1975,0.16
GBR,1976,0.16
GBR,1977,0.16
GBR,1978,0.17
GBR,1979,0.17
GBR,1980,0.17
GBR,1981,0.19
GBR,1982,0.2
GBR,1983,0.21
GBR,1984,0.18
GBR,1985,0.18
GBR,1986,0.2
GBR,1987,0.17
GBR,1988,0.2
GBR,1989,0.51
GBR,1990,0.5
GBR,1991,0.48
GBR,1992,0.64
GBR,1993,0.63
GBR,1994,0.82
GBR,1995,0.85
GBR,1996,0.79
GBR,1997,0.89
GBR,1998,0.94
GBR,1999,0.96
GBR,2000,1.02
GBR,2001,1.03
GBR,2002,1.17
GBR,2003,1.24
GBR,2004,1.48
GBR,2005,1.79
GBR,2006,1.95
GBR,2007,2.18
GBR,2008,2.63
GBR,2009,3.13
GBR,2010,3.62
GBR,2011,4.3
GBR,2012,4.55
GBR,2013,5.47
GBR,2014,6.75
GBR,2015,7.66
USA,1960,4.42
USA,1961,4.37
USA,1962,4.33
USA,1963,4.15
USA,1964,4.1
USA,1965,4.06
USA,1966,3.91
USA,1967,3.87
USA,1968,3.84
USA,1969,3.87
USA,1970,3.68
USA,1971,3.67
USA,1972,3.69
USA,1973,3.61
USA,1974,3.91
USA,1975,3.98
USA,1976,3.96
USA,1977,3.7
USA,1978,4.1
USA,1979,4.3
USA,1980,4.6
USA,1981,4.71
USA,1982,5.16
USA,1983,5.54
USA,1984,5.75
USA,1985,5.53
USA,1986,5.71
USA,1987,5.6
USA,1988,5.2
USA,1989,5.35
USA,1990,5.02
USA,1991,5.14
USA,1992,5.28
USA,1993,5.03
USA,1994,4.9
USA,1995,5.07
USA,1996,5.21
USA,1997,4.97
USA,1998,4.88
USA,1999,4.67
USA,2000,4.49
USA,2001,4.0
USA,2002,4.05
USA,2003,4.3
USA,2004,4.39
USA,2005,4.54
USA,2006,4.77
USA,2007,4.67
USA,2008,5.07
USA,2009,5.44
USA,2010,5.65
USA,2011,6.12
USA,2012,6.43
USA,2013,6.79
USA,2014,6.87
USA,2015,6.86
OEU,1960,
OEU,1961,
OEU,1962,
OEU,1963,
OEU,1964,
OEU,1965,
OEU,1966,
OEU,1967,
OEU,1968,
OEU,1969,
OEU,1970,
OEU,1971,4.79
OEU,1972,4.72
OEU,1973,4.56
OEU,1974,4.8
OEU,1975,4.97
OEU,1976,4.48
OEU,1977,4.92
OEU,1978,4.83
OEU,1979,4.87
OEU,1980,4.91
OEU,1981,5.21
OEU,1982,5.32
OEU,1983,5.53
OEU,1984,5.54
OEU,1985,5.4
OEU,1986,5.24
OEU,1987,5.42
OEU,1988,5.62
OEU,1989,5.48
OEU,1990,5.79
OEU,1991,5.78
OEU,1992,6.07
OEU,1993,6.37
OEU,1994,6.41
OEU,1995,6.35
OEU,1996,6.19
OEU,1997,6.41
OEU,1998,6.54
OEU,1999,6.65
OEU,2000,6.89
OEU,2001,6.83
OEU,2002,6.79
OEU,2003,6.92
OEU,2004,7.17
OEU,2005,7.59
OEU,2006,7.91
OEU,2007,8.66
OEU,2008,9.22
OEU,2009,10.16
OEU,2010,10.71
OEU,2011,11.03
OEU,2012,12.13
OEU,2013,12.77
OEU,2014,13.38
OEU,2015,14.0
ALB,1960,
ALB,1961,
ALB,1962,
ALB,1963,
ALB,1964,
ALB,1965,
ALB,1966,
ALB,1967,
ALB,1968,
ALB,1969,
ALB,1970,
ALB,1971,25.34
ALB,1972,23.3
ALB,1973,26.94
ALB,1974,26.67
ALB,1975,25.78
ALB,1976,24.58
ALB,1977,24.3
ALB,1978,22.42
ALB,1979,26.84
ALB,1980,20.47
ALB,1981,23.64
ALB,1982,23.92
ALB,1983,22.86
ALB,1984,20.65
ALB,1985,20.54
ALB,1986,24.86
ALB,1987,23.33
ALB,1988,21.54
ALB,1989,22.11
ALB,1990,22.74
ALB,1991,35.57
ALB,1992,47.15
ALB,1993,47.45
ALB,1994,46.28
ALB,1995,50.94
ALB,1996,55.94
ALB,1997,59.46
ALB,1998,52.26
ALB,1999,40.04
ALB,2000,36.48
ALB,2001,30.81
ALB,2002,27.78
ALB,2003,31.47
ALB,2004,32.53
ALB,2005,32.04
ALB,2006,33.06
ALB,2007,22.83
ALB,2008,26.16
ALB,2009,30.97
ALB,2010,40.6
ALB,2011,25.87
ALB,2012,31.31
ALB,2013,34.99
ALB,2014,27.29
ALB,2015,
DZA,1960,
DZA,1961,
DZA,1962,
DZA,1963,
DZA,1964,
DZA,1965,
DZA,1966,
DZA,1967,
DZA,1968,
DZA,1969,
DZA,1970,
DZA,1971,1.0
DZA,1972,1.22
DZA,1973,1.48
DZA,1974,0.95
DZA,1975,0.63
DZA,1976,0.64
DZA,1977,0.43
DZA,1978,0.33
DZA,1979,0.3
DZA,1980,0.27
DZA,1981,0.32
DZA,1982,0.31
DZA,1983,0.17
DZA,1984,0.28
DZA,1985,0.36
DZA,1986,0.15
DZA,1987,0.27
DZA,1988,0.12
DZA,1989,0.14
DZA,1990,0.1
DZA,1991,0.19
DZA,1992,0.16
DZA,1993,0.28
DZA,1994,0.22
DZA,1995,0.22
DZA,1996,0.21
DZA,1997,0.24
DZA,1998,0.29
DZA,1999,0.27
DZA,2000,0.22
DZA,2001,0.22
DZA,2002,0.27
DZA,2003,0.27
DZA,2004,0.26
DZA,2005,0.37
DZA,2006,0.24
DZA,2007,0.25
DZA,2008,0.19
DZA,2009,0.2
DZA,2010,0.17
DZA,2011,0.14
DZA,2012,0.15
DZA,2013,0.11
DZA,2014,0.05
DZA,2015,
AGO,1960,
AGO,1961,
AGO,1962,
AGO,1963,
AGO,1964,
AGO,1965,
AGO,1966,
AGO,1967,
AGO,1968,
AGO,1969,
AGO,1970,
AGO,1971,84.17
AGO,1972,78.74
AGO,1973,79.89
AGO,1974,79.07
AGO,1975,82.17
AGO,1976,83.18
AGO,1977,85.78
AGO,1978,79.62
AGO,1979,80.04
AGO,1980,80.04
AGO,1981,80.84
AGO,1982,83.38
AGO,1983,82.38
AGO,1984,82.93
AGO,1985,79.69
AGO,1986,80.11
AGO,1987,79.62
AGO,1988,77.98
AGO,1989,77.9
AGO,1990,74.52
AGO,1991,74.52
AGO,1992,75.9
AGO,1993,75.04
AGO,1994,75.56
AGO,1995,77.22
AGO,1996,76.5
AGO,1997,76.13
AGO,1998,77.88
AGO,1999,75.29
AGO,2000,74.78
AGO,2001,73.32
AGO,2002,71.85
AGO,2003,68.28
AGO,2004,68.44
AGO,2005,72.92
AGO,2006,68.33
AGO,2007,65.26
AGO,2008,62.04
AGO,2009,58.2
AGO,2010,57.01
AGO,2011,56.15
AGO,2012,51.99
AGO,2013,53.51
AGO,2014,51.72
AGO,2015,
ARG,1960,
ARG,1961,
ARG,1962,
ARG,1963,
ARG,1964,
ARG,1965,
ARG,1966,
ARG,1967,
ARG,1968,
ARG,1969,
ARG,1970,
ARG,1971,7.12
ARG,1972,6.74
ARG,1973,6.61
ARG,1974,7.7
ARG,1975,6.51
ARG,1976,6.04
ARG,1977,6.49
ARG,1978,7.09
ARG,1979,6.92
ARG,1980,8.26
ARG,1981,8.18
ARG,1982,8.36
ARG,1983,8.72
ARG,1984,8.75
ARG,1985,9.21
ARG,1986,8.16
ARG,1987,8.16
ARG,1988,6.51
ARG,1989,5.76
ARG,1990,7.07
ARG,1991,6.73
ARG,1992,7.05
ARG,1993,8.03
ARG,1994,8.81
ARG,1995,9.16
ARG,1996,8.32
ARG,1997,8.75
ARG,1998,8.82
ARG,1999,7.92
ARG,2000,8.83
ARG,2001,10.61
ARG,2002,10.64
ARG,2003,10.04
ARG,2004,7.14
ARG,2005,7.77
ARG,2006,8.32
ARG,2007,7.33
ARG,2008,6.28
ARG,2009,6.87
ARG,2010,7.18
ARG,2011,8.05
ARG,2012,8.1
ARG,2013,8.25
ARG,2014,8.75
ARG,2015,
ARM,1960,
ARM,1961,
ARM,1962,
ARM,1963,
ARM,1964,
ARM,1965,
ARM,1966,
ARM,1967,
ARM,1968,
ARM,1969,
ARM,1970,
ARM,1971,
ARM,1972,
ARM,1973,
ARM,1974,
ARM,1975,
ARM,1976,
ARM,1977,
ARM,1978,
ARM,1979,
ARM,1980,
ARM,1981,
ARM,1982,
ARM,1983,
ARM,1984,
ARM,1985,
ARM,1986,
ARM,1987,
ARM,1988,
ARM,1989,
ARM,1990,1.93
ARM,1991,1.82
ARM,1992,6.69
ARM,1993,17.49
ARM,1994,22.93
ARM,1995,10.86
ARM,1996,8.34
ARM,1997,7.13
ARM,1998,7.66
ARM,1999,6.34
ARM,2000,5.99
ARM,2001,4.6
ARM,2002,8.12
ARM,2003,9.21
ARM,2004,8.8
ARM,2005,6.4
ARM,2006,6.66
ARM,2007,5.89
ARM,2008,5.43
ARM,2009,6.99
ARM,2010,9.22
ARM,2011,8.2
ARM,2012,7.02
ARM,2013,6.75
ARM,2014,6.95
ARM,2015,
AZE,1960,
AZE,1961,
AZE,1962,
AZE,1963,
AZE,1964,
AZE,1965,
AZE,1966,
AZE,1967,
AZE,1968,
AZE,1969,
AZE,1970,
AZE,1971,
AZE,1972,
AZE,1973,
AZE,1974,
AZE,1975,
AZE,1976,
AZE,1977,
AZE,1978,
AZE,1979,
AZE,1980,
AZE,1981,
AZE,1982,
AZE,1983,
AZE,1984,
AZE,1985,
AZE,1986,
AZE,1987,
AZE,1988,
AZE,1989,
AZE,1990,0.7
AZE,1991,0.75
AZE,1992,0.92
AZE,1993,1.39
AZE,1994,1.18
AZE,1995,1.09
AZE,1996,1.28
AZE,1997,1.46
AZE,1998,1.59
AZE,1999,1.36
AZE,2000,1.34
AZE,2001,1.1
AZE,2002,1.61
AZE,2003,1.94
AZE,2004,1.95
AZE,2005,2.11
AZE,2006,1.82
AZE,2007,2.4
AZE,2008,2.08
AZE,2009,2.28
AZE,2010,3.34
AZE,2011,2.6
AZE,2012,1.86
AZE,2013,1.84
AZE,2014,1.63
AZE,2015,
BHR,1960,
BHR,1961,
BHR,1962,
BHR,1963,
BHR,1964,
BHR,1965,
BHR,1966,
BHR,1967,
BHR,1968,
BHR,1969,
BHR,1970,
BHR,1971,0.0
BHR,1972,0.0
BHR,1973,0.0
BHR,1974,0.0
BHR,1975,0.0
BHR,1976,0.0
BHR,1977,0.0
BHR,1978,0.0
BHR,1979,0.0
BHR,1980,0.0
BHR,1981,0.0
BHR,1982,0.0
BHR,1983,0.0
BHR,1984,0.0
BHR,1985,0.0
BHR,1986,0.0
BHR,1987,0.0
BHR,1988,0.0
BHR,1989,0.0
BHR,1990,0.0
BHR,1991,0.0
BHR,1992,0.0
BHR,1993,0.0
BHR,1994,0.0
BHR,1995,0.0
BHR,1996,0.0
BHR,1997,0.0
BHR,1998,0.0
BHR,1999,0.0
BHR,2000,0.0
BHR,2001,0.0
BHR,2002,0.0
BHR,2003,0.0
BHR,2004,0.0
BHR,2005,0.0
BHR,2006,0.0
BHR,2007,0.0
BHR,2008,0.0
BHR,2009,0.0
BHR,2010,0.0
BHR,2011,0.0
BHR,2012,0.0
BHR,2013,0.0
BHR,2014,0.0
BHR,2015,
BGD,1960,
BGD,1961,
BGD,1962,
BGD,1963,
BGD,1964,
BGD,1965,
BGD,1966,
BGD,1967,
BGD,1968,
BGD,1969,
BGD,1970,
BGD,1971,78.62
BGD,1972,79.29
BGD,1973,75.79
BGD,1974,74.55
BGD,1975,75.32
BGD,1976,72.57
BGD,1977,72.71
BGD,1978,71.77
BGD,1979,70.58
BGD,1980,67.85
BGD,1981,67.29
BGD,1982,65.04
BGD,1983,66.61
BGD,1984,65.08
BGD,1985,62.67
BGD,1986,60.91
BGD,1987,56.13
BGD,1988,55.81
BGD,1989,54.93
BGD,1990,54.48
BGD,1991,55.33
BGD,1992,53.27
BGD,1993,50.54
BGD,1994,49.75
BGD,1995,45.59
BGD,1996,43.92
BGD,1997,43.43
BGD,1998,42.37
BGD,1999,42.72
BGD,2000,42.06
BGD,2001,39.28
BGD,2002,38.95
BGD,2003,37.61
BGD,2004,37.52
BGD,2005,36.66
BGD,2006,34.67
BGD,2007,33.58
BGD,2008,32.42
BGD,2009,30.99
BGD,2010,29.03
BGD,2011,28.35
BGD,2012,27.32
BGD,2013,27.14
BGD,2014,26.23
BGD,2015,
BLR,1960,
BLR,1961,
BLR,1962,
BLR,1963,
BLR,1964,
BLR,1965,
BLR,1966,
BLR,1967,
BLR,1968,
BLR,1969,
BLR,1970,
BLR,1971,
BLR,1972,
BLR,1973,
BLR,1974,
BLR,1975,
BLR,1976,
BLR,1977,
BLR,1978,
BLR,1979,
BLR,1980,
BLR,1981,
BLR,1982,
BLR,1983,
BLR,1984,
BLR,1985,
BLR,1986,
BLR,1987,
BLR,1988,
BLR,1989,
BLR,1990,0.45
BLR,1991,0.5
BLR,1992,0.64
BLR,1993,0.81
BLR,1994,1.29
BLR,1995,1.59
BLR,1996,2.2
BLR,1997,2.4
BLR,1998,2.62
BLR,1999,2.87
BLR,2000,3.33
BLR,2001,3.71
BLR,2002,3.82
BLR,2003,3.72
BLR,2004,3.74
BLR,2005,4.24
BLR,2006,4.44
BLR,2007,4.6
BLR,2008,4.65
BLR,2009,5.07
BLR,2010,5.35
BLR,2011,5.27
BLR,2012,5.21
BLR,2013,5.68
BLR,2014,5.2
BLR,2015,
BEN,1960,
BEN,1961,
BEN,1962,
BEN,1963,
BEN,1964,
BEN,1965,
BEN,1966,
BEN,1967,
BEN,1968,
BEN,1969,
BEN,1970,
BEN,1971,90.7
BEN,1972,88.3
BEN,1973,88.19
BEN,1974,88.05
BEN,1975,87.3
BEN,1976,91.86
BEN,1977,90.57
BEN,1978,89.09
BEN,1979,89.62
BEN,1980,89.58
BEN,1981,91.86
BEN,1982,90.98
BEN,1983,90.76
BEN,1984,90.92
BEN,1985,89.02
BEN,1986,90.5
BEN,1987,91.64
BEN,1988,91.7
BEN,1989,93.58
BEN,1990,94.15
BEN,1991,95.05
BEN,1992,95.0
BEN,1993,95.03
BEN,1994,95.13
BEN,1995,95.03
BEN,1996,85.61
BEN,1997,81.58
BEN,1998,81.67
BEN,1999,77.77
BEN,2000,72.89
BEN,2001,70.67
BEN,2002,68.33
BEN,2003,66.07
BEN,2004,65.18
BEN,2005,66.9
BEN,2006,61.96
BEN,2007,58.78
BEN,2008,59.19
BEN,2009,58.03
BEN,2010,56.24
BEN,2011,56.29
BEN,2012,55.84
BEN,2013,54.87
BEN,2014,53.41
BEN,2015,
BOL,1960,
BOL,1961,
BOL,1962,
BOL,1963,
BOL,1964,
BOL,1965,
BOL,1966,
BOL,1967,
BOL,1968,
BOL,1969,
BOL,1970,
BOL,1971,26.63
BOL,1972,26.47
BOL,1973,26.13
BOL,1974,25.02
BOL,1975,23.14
BOL,1976,23.05
BOL,1977,22.5
BOL,1978,21.08
BOL,1979,19.87
BOL,1980,33.86
BOL,1981,35.15
BOL,1982,35.55
BOL,1983,39.2
BOL,1984,39.33
BOL,1985,40.4
BOL,1986,43.24
BOL,1987,33.84
BOL,1988,35.99
BOL,1989,32.37
BOL,1990,32.77
BOL,1991,33.45
BOL,1992,30.76
BOL,1993,31.38
BOL,1994,28.46
BOL,1995,25.75
BOL,1996,23.48
BOL,1997,21.63
BOL,1998,21.2
BOL,1999,21.84
BOL,2000,17.42
BOL,2001,22.78
BOL,2002,19.12
BOL,2003,17.99
BOL,2004,18.38
BOL,2005,16.73
BOL,2006,14.04
BOL,2007,17.95
BOL,2008,17.4
BOL,2009,17.21
BOL,2010,16.84
BOL,2011,16.68
BOL,2012,14.98
BOL,2013,15.59
BOL,2014,14.8
BOL,2015,
BIH,1960,
BIH,1961,
BIH,1962,
BIH,1963,
BIH,1964,
BIH,1965,
BIH,1966,
BIH,1967,
BIH,1968,
BIH,1969,
BIH,1970,
BIH,1971,
BIH,1972,
BIH,1973,
BIH,1974,
BIH,1975,
BIH,1976,
BIH,1977,
BIH,1978,
BIH,1979,
BIH,1980,
BIH,1981,
BIH,1982,
BIH,1983,
BIH,1984,
BIH,1985,
BIH,1986,
BIH,1987,
BIH,1988,
BIH,1989,
BIH,1990,6.07
BIH,1991,9.58
BIH,1992,10.26
BIH,1993,9.9
BIH,1994,32.11
BIH,1995,31.36
BIH,1996,34.57
BIH,1997,20.97
BIH,1998,16.77
BIH,1999,19.63
BIH,2000,14.21
BIH,2001,14.93
BIH,2002,14.43
BIH,2003,12.95
BIH,2004,14.48
BIH,2005,13.84
BIH,2006,12.93
BIH,2007,9.9
BIH,2008,10.05
BIH,2009,11.53
BIH,2010,13.43
BIH,2011,7.8
BIH,2012,8.11
BIH,2013,12.42
BIH,2014,25.6
BIH,2015,
BWA,1960,
BWA,1961,
BWA,1962,
BWA,1963,
BWA,1964,
BWA,1965,
BWA,1966,
BWA,1967,
BWA,1968,
BWA,1969,
BWA,1970,
BWA,1971,
BWA,1972,
BWA,1973,
BWA,1974,
BWA,1975,
BWA,1976,
BWA,1977,
BWA,1978,
BWA,1979,
BWA,1980,
BWA,1981,48.91
BWA,1982,48.27
BWA,1983,49.45
BWA,1984,50.11
BWA,1985,49.09
BWA,1986,46.36
BWA,1987,45.41
BWA,1988,44.68
BWA,1989,42.91
BWA,1990,34.57
BWA,1991,36.47
BWA,1992,33.86
BWA,1993,35.04
BWA,1994,36.26
BWA,1995,34.96
BWA,1996,35.62
BWA,1997,34.62
BWA,1998,32.47
BWA,1999,31.45
BWA,2000,30.25
BWA,2001,29.9
BWA,2002,28.83
BWA,2003,28.35
BWA,2004,25.2
BWA,2005,24.42
BWA,2006,24.03
BWA,2007,23.67
BWA,2008,22.81
BWA,2009,24.93
BWA,2010,23.25
BWA,2011,24.69
BWA,2012,22.22
BWA,2013,21.45
BWA,2014,19.98
BWA,2015,
BRA,1960,
BRA,1961,
BRA,1962,
BRA,1963,
BRA,1964,
BRA,1965,
BRA,1966,
BRA,1967,
BRA,1968,
BRA,1969,
BRA,1970,
BRA,1971,56.35
BRA,1972,54.63
BRA,1973,50.71
BRA,1974,49.19
BRA,1975,47.88
BRA,1976,45.85
BRA,1977,45.89
BRA,1978,43.64
BRA,1979,43.66
BRA,1980,45.21
BRA,1981,47.11
BRA,1982,47.48
BRA,1983,50.36
BRA,1984,52.25
BRA,1985,50.98
BRA,1986,49.31
BRA,1987,49.29
BRA,1988,48.83
BRA,1989,48.53
BRA,1990,46.74
BRA,1991,46.15
BRA,1992,45.57
BRA,1993,45.06
BRA,1994,44.97
BRA,1995,43.1
BRA,1996,41.51
BRA,1997,40.9
BRA,1998,40.34
BRA,1999,40.28
BRA,2000,38.85
BRA,2001,37.35
BRA,2002,39.36
BRA,2003,41.96
BRA,2004,42.28
BRA,2005,42.92
BRA,2006,43.31
BRA,2007,44.4
BRA,2008,44.46
BRA,2009,45.8
BRA,2010,43.94
BRA,2011,42.73
BRA,2012,40.72
BRA,2013,39.41
BRA,2014,38.58
BRA,2015,
BRN,1960,
BRN,1961,
BRN,1962,
BRN,1963,
BRN,1964,
BRN,1965,
BRN,1966,
BRN,1967,
BRN,1968,
BRN,1969,
BRN,1970,
BRN,1971,8.95
BRN,1972,8.63
BRN,1973,4.19
BRN,1974,2.31
BRN,1975,1.75
BRN,1976,1.26
BRN,1977,1.1
BRN,1978,1.1
BRN,1979,0.99
BRN,1980,0.7
BRN,1981,0.67
BRN,1982,0.57
BRN,1983,0.49
BRN,1984,0.38
BRN,1985,0.33
BRN,1986,0.33
BRN,1987,0.27
BRN,1988,0.28
BRN,1989,0.19
BRN,1990,0.13
BRN,1991,0.08
BRN,1992,0.04
BRN,1993,0.0
BRN,1994,0.0
BRN,1995,0.0
BRN,1996,0.0
BRN,1997,0.0
BRN,1998,0.0
BRN,1999,0.0
BRN,2000,0.0
BRN,2001,0.0
BRN,2002,0.0
BRN,2003,0.0
BRN,2004,0.0
BRN,2005,0.0
BRN,2006,0.0
BRN,2007,0.0
BRN,2008,0.0
BRN,2009,0.0
BRN,2010,0.0
BRN,2011,0.0
BRN,2012,0.0
BRN,2013,0.01
BRN,2014,0.0
BRN,2015,
BGR,1960,
BGR,1961,
BGR,1962,
BGR,1963,
BGR,1964,
BGR,1965,
BGR,1966,
BGR,1967,
BGR,1968,
BGR,1969,
BGR,1970,
BGR,1971,2.38
BGR,1972,2.23
BGR,1973,2.24
BGR,1974,1.95
BGR,1975,1.93
BGR,1976,2.08
BGR,1977,2.08
BGR,1978,1.71
BGR,1979,1.73
BGR,1980,1.82
BGR,1981,2.53
BGR,1982,2.26
BGR,1983,2.3
BGR,1984,2.25
BGR,1985,1.97
BGR,1986,1.97
BGR,1987,1.4
BGR,1988,1.32
BGR,1989,1.36
BGR,1990,1.18
BGR,1991,1.6
BGR,1992,1.66
BGR,1993,1.44
BGR,1994,1.38
BGR,1995,1.78
BGR,1996,2.14
BGR,1997,2.29
BGR,1998,3.39
BGR,1999,3.59
BGR,2000,4.17
BGR,2001,3.57
BGR,2002,4.38
BGR,2003,4.86
BGR,2004,5.2
BGR,2005,5.52
BGR,2006,5.59
BGR,2007,4.79
BGR,2008,5.35
BGR,2009,6.36
BGR,2010,8.19
BGR,2011,7.09
BGR,2012,8.85
BGR,2013,10.69
BGR,2014,9.97
BGR,2015,
KHM,1960,
KHM,1961,
KHM,1962,
KHM,1963,
KHM,1964,
KHM,1965,
KHM,1966,
KHM,1967,
KHM,1968,
KHM,1969,
KHM,1970,
KHM,1971,
KHM,1972,
KHM,1973,
